MG	Materiale grafico	L3	BIBLIOTECA CASA DEI BIMBI	2	2
MG	Materiale grafico	O1	BIBLIOTECA SANDRO ONOFRI	8	9
MG	Materiale grafico	WP	SCAFFALE D'ARTE PALAEXPO	3	3
MG	Materiale grafico	E2	BIBLIOTECA ALDO FABRIZI	1	2
MG	Materiale grafico	WG	B. COSTANZO LICEO GIULIO CESARE	1	1
ML	Materiale multimediale	A1	BIBLIOTECA EUROPEA	95	256
ML	Materiale multimediale	A2	PIM CENTRALE	50	148
ML	Materiale multimediale	A3	BIBLIOTECA ENZO TORTORA	20	36
ML	Materiale multimediale	B1	BIBLIOTECA VILLA LEOPARDI	56	151
ML	Materiale multimediale	B3	BIBLIOTECA FLAMINIA	33	99
ML	Materiale multimediale	BR	BIBLIOTECA CENTRALE PER RAGAZZI	39	65
ML	Materiale multimediale	C1	BIBLIOTECA TULLIO DE MAURO	41	88
ML	Materiale multimediale	D1	BIBLIOTECA ENNIO FLAIANO	21	43
ML	Materiale multimediale	E1	BIBLIOTECA VACCHERIA NARDI	27	46
ML	Materiale multimediale	F1	BIBLIOTECA GOFFREDO MAMELI	22	33
ML	Materiale multimediale	F2	BIBLIOTECA PENAZZATO	16	31
ML	Materiale multimediale	G1	BIBLIOTECA GIANNI RODARI	40	80
ML	Materiale multimediale	H1	BIBLIOTECA RUGANTINO	14	25
ML	Materiale multimediale	I1	BIBLIOTECA NELSON MANDELA	21	45
ML	Materiale multimediale	L1	BIBLIOTECA RAFFAELLO	17	34
ML	Materiale multimediale	M1	BIBLIOCAFFE' LETTERARIO	6	12
ML	Materiale multimediale	N1	BIBLIOTECA PIER PAOLO PASOLINI	64	151
ML	Materiale multimediale	O2	BIBLIOTECA ELSA MORANTE	58	59
ML	Materiale multimediale	Q1	BIBLIOTECA GUGLIELMO MARCONI	42	78
ML	Materiale multimediale	Q2	BIBLIOTECA RENATO NICOLINI	36	69
ML	Materiale multimediale	R1	BIBLIOTECA COLLI PORTUENSI	18	53
ML	Materiale multimediale	R2	BIBLIOTECA LONGHENA	14	14
ML	Materiale multimediale	R3	BIBLIOTECA VILLINO CORSINI - VILLA PAMPHILJ	9	11
ML	Materiale multimediale	S1	BIBLIOTECA GIORDANO BRUNO	18	24
ML	Materiale multimediale	T1	BIBLIOTECA VALLE AURELIA	25	38
ML	Materiale multimediale	T2	BIBLIOTECA CORNELIA	54	89
ML	Materiale multimediale	U1	BIBLIOTECA FRANCO BASAGLIA	35	38
ML	Materiale multimediale	V1	BIBLIOTECA GALLINE BIANCHE	11	11
ML	Materiale multimediale	WF	BIBLIOTECA WWF ITALIA P.L.FLORIO	1	2
ML	Materiale multimediale	Z3	REGINA COELI SEZIONE 6	7	8
ML	Materiale multimediale	Z4	REBIBBIA NUOVO COMPLESSO	8	8
ML	Materiale multimediale	Z9	CASAL DEL MARMO	1	1
ML	Materiale multimediale	H2	BIBLIOTECA BORGHESIANA	14	21
ML	Materiale multimediale	A5	BIBLIOTECA CASA DELLA MEMORIA	7	18
ML	Materiale multimediale	L3	BIBLIOTECA CASA DEI BIMBI	26	49
ML	Materiale multimediale	O1	BIBLIOTECA SANDRO ONOFRI	43	92
ML	Materiale multimediale	WP	SCAFFALE D'ARTE PALAEXPO	12	12
ML	Materiale multimediale	U2	BIBLIOTECA CASA DEL PARCO	13	24
ML	Materiale multimediale	G2	TEATRO BIBLIOTECA QUARTICCIOLO	49	60
ML	Materiale multimediale	WS	BIBLIOTECA DI STATISTICA	3	4
ML	Materiale multimediale	WA	BIBLIOTECA FABRIZIO GIOVENALE	1	1
ML	Materiale multimediale	A6	BIBLIOTECA CASA DELLE TRADUZIONI	1	1
ML	Materiale multimediale	H3	COLLINA DELLA PACE	4	4
ML	Materiale multimediale	E2	BIBLIOTECA ALDO FABRIZI	4	9
ML	Materiale multimediale	WG	B. COSTANZO LICEO GIULIO CESARE	1	1
MM	Musica manoscritta	A3	BIBLIOTECA ENZO TORTORA	1	1
MS	Musica a stampa	A2	PIM CENTRALE	1	2
MS	Musica a stampa	B1	BIBLIOTECA VILLA LEOPARDI	5	5
MS	Musica a stampa	B3	BIBLIOTECA FLAMINIA	2	2
MS	Musica a stampa	BR	BIBLIOTECA CENTRALE PER RAGAZZI	2	2
MS	Musica a stampa	C1	BIBLIOTECA TULLIO DE MAURO	3	3
MS	Musica a stampa	D1	BIBLIOTECA ENNIO FLAIANO	3	3
MS	Musica a stampa	E1	BIBLIOTECA VACCHERIA NARDI	1	1
MS	Musica a stampa	F1	BIBLIOTECA GOFFREDO MAMELI	1	1
MS	Musica a stampa	F2	BIBLIOTECA PENAZZATO	1	1
MS	Musica a stampa	G1	BIBLIOTECA GIANNI RODARI	2	3
MS	Musica a stampa	H1	BIBLIOTECA RUGANTINO	1	1
MS	Musica a stampa	I1	BIBLIOTECA NELSON MANDELA	2	2
MS	Musica a stampa	L1	BIBLIOTECA RAFFAELLO	5	7
MS	Musica a stampa	N1	BIBLIOTECA PIER PAOLO PASOLINI	1	2
MS	Musica a stampa	O2	BIBLIOTECA ELSA MORANTE	1	2
MS	Musica a stampa	Q1	BIBLIOTECA GUGLIELMO MARCONI	4	4
MS	Musica a stampa	Q2	BIBLIOTECA RENATO NICOLINI	2	2
MS	Musica a stampa	R3	BIBLIOTECA VILLINO CORSINI - VILLA PAMPHILJ	3	3
MS	Musica a stampa	T1	BIBLIOTECA VALLE AURELIA	1	1
MS	Musica a stampa	H2	BIBLIOTECA BORGHESIANA	1	1
MS	Musica a stampa	A5	BIBLIOTECA CASA DELLA MEMORIA	2	2
MS	Musica a stampa	L3	BIBLIOTECA CASA DEI BIMBI	1	1
MS	Musica a stampa	G2	TEATRO BIBLIOTECA QUARTICCIOLO	1	1
MU	Musica a stampa	A2	PIM CENTRALE	4	6
MU	Musica a stampa	B1	BIBLIOTECA VILLA LEOPARDI	152	164
MU	Musica a stampa	B3	BIBLIOTECA FLAMINIA	2	2
MU	Musica a stampa	BR	BIBLIOTECA CENTRALE PER RAGAZZI	2	2
MU	Musica a stampa	C1	BIBLIOTECA TULLIO DE MAURO	1	1
MU	Musica a stampa	D1	BIBLIOTECA ENNIO FLAIANO	2	3
MU	Musica a stampa	F1	BIBLIOTECA GOFFREDO MAMELI	2	2
MU	Musica a stampa	G1	BIBLIOTECA GIANNI RODARI	4	6
MU	Musica a stampa	H1	BIBLIOTECA RUGANTINO	1	1
MU	Musica a stampa	I1	BIBLIOTECA NELSON MANDELA	332	360
MU	Musica a stampa	L1	BIBLIOTECA RAFFAELLO	4	4
MU	Musica a stampa	N1	BIBLIOTECA PIER PAOLO PASOLINI	1	1
MU	Musica a stampa	O2	BIBLIOTECA ELSA MORANTE	9	9
MU	Musica a stampa	Q1	BIBLIOTECA GUGLIELMO MARCONI	4	8
MU	Musica a stampa	Q2	BIBLIOTECA RENATO NICOLINI	4	4
MU	Musica a stampa	R1	BIBLIOTECA COLLI PORTUENSI	4	4
MU	Musica a stampa	R2	BIBLIOTECA LONGHENA	1	2
MU	Musica a stampa	R3	BIBLIOTECA VILLINO CORSINI - VILLA PAMPHILJ	6	6
MU	Musica a stampa	T1	BIBLIOTECA VALLE AURELIA	1	1
MU	Musica a stampa	T2	BIBLIOTECA CORNELIA	1	1
MU	Musica a stampa	U1	BIBLIOTECA FRANCO BASAGLIA	2	2
MU	Musica a stampa	V1	BIBLIOTECA GALLINE BIANCHE	1	1
MU	Musica a stampa	A5	BIBLIOTECA CASA DELLA MEMORIA	2	2
MU	Musica a stampa	L3	BIBLIOTECA CASA DEI BIMBI	8	10
MU	Musica a stampa	O1	BIBLIOTECA SANDRO ONOFRI	2	3
MU	Musica a stampa	WC	BIBLIOTECA ARGENTINA	1	1
MV	Materiale video	A1	BIBLIOTECA EUROPEA	6	12
MV	Materiale video	A3	BIBLIOTECA ENZO TORTORA	12	15
MV	Materiale video	B1	BIBLIOTECA VILLA LEOPARDI	20	23
MV	Materiale video	B3	BIBLIOTECA FLAMINIA	7	9
MV	Materiale video	BR	BIBLIOTECA CENTRALE PER RAGAZZI	5	5
MV	Materiale video	C1	BIBLIOTECA TULLIO DE MAURO	2	2
MV	Materiale video	D1	BIBLIOTECA ENNIO FLAIANO	17	19
MV	Materiale video	E1	BIBLIOTECA VACCHERIA NARDI	5	6
MV	Materiale video	F1	BIBLIOTECA GOFFREDO MAMELI	8	8
MV	Materiale video	F2	BIBLIOTECA PENAZZATO	3	3
MV	Materiale video	G1	BIBLIOTECA GIANNI RODARI	8	8
MV	Materiale video	H1	BIBLIOTECA RUGANTINO	2	2
MV	Materiale video	L1	BIBLIOTECA RAFFAELLO	3	3
MV	Materiale video	N1	BIBLIOTECA PIER PAOLO PASOLINI	14	19
MV	Materiale video	O2	BIBLIOTECA ELSA MORANTE	7	8
MV	Materiale video	Q1	BIBLIOTECA GUGLIELMO MARCONI	6	6
MV	Materiale video	Q2	BIBLIOTECA RENATO NICOLINI	2	2
MV	Materiale video	R1	BIBLIOTECA COLLI PORTUENSI	4	4
MV	Materiale video	R2	BIBLIOTECA LONGHENA	1	1
MV	Materiale video	R3	BIBLIOTECA VILLINO CORSINI - VILLA PAMPHILJ	2	2
MV	Materiale video	S1	BIBLIOTECA GIORDANO BRUNO	1	1
MV	Materiale video	T1	BIBLIOTECA VALLE AURELIA	2	2
MV	Materiale video	T2	BIBLIOTECA CORNELIA	3	4
MV	Materiale video	U1	BIBLIOTECA FRANCO BASAGLIA	2	2
MV	Materiale video	V1	BIBLIOTECA GALLINE BIANCHE	1	1
MV	Materiale video	WF	BIBLIOTECA WWF ITALIA P.L.FLORIO	1	1
MV	Materiale video	Z4	REBIBBIA NUOVO COMPLESSO	7	7
MV	Materiale video	H2	BIBLIOTECA BORGHESIANA	10	11
MV	Materiale video	A5	BIBLIOTECA CASA DELLA MEMORIA	4	5
MV	Materiale video	L3	BIBLIOTECA CASA DEI BIMBI	5	6
MV	Materiale video	O1	BIBLIOTECA SANDRO ONOFRI	9	13
MV	Materiale video	WP	SCAFFALE D'ARTE PALAEXPO	3	3
MV	Materiale video	G2	TEATRO BIBLIOTECA QUARTICCIOLO	5	5
MV	Materiale video	H3	COLLINA DELLA PACE	4	5
MV	Materiale video	WG	B. COSTANZO LICEO GIULIO CESARE	24	24
OG	Oggetto a tre dimensioni	A4	BIBLIOTECA DELL'AVVOCATURA	1	1
OG	Oggetto a tre dimensioni	B3	BIBLIOTECA FLAMINIA	1	1
OG	Oggetto a tre dimensioni	M1	BIBLIOCAFFE' LETTERARIO	2	2
OG	Oggetto a tre dimensioni	U1	BIBLIOTECA FRANCO BASAGLIA	3	4
OG	Oggetto a tre dimensioni	WP	SCAFFALE D'ARTE PALAEXPO	1	1
PS	Programma di sala	F1	BIBLIOTECA GOFFREDO MAMELI	2	2
PS	Programma di sala	N1	BIBLIOTECA PIER PAOLO PASOLINI	1	1
PS	Programma di sala	Q1	BIBLIOTECA GUGLIELMO MARCONI	1	1
PS	Programma di sala	Q2	BIBLIOTECA RENATO NICOLINI	52	52
PS	Programma di sala	R3	BIBLIOTECA VILLINO CORSINI - VILLA PAMPHILJ	1788	1812
PS	Programma di sala	G2	TEATRO BIBLIOTECA QUARTICCIOLO	5	5
RE	Risorsa elettronica	A1	BIBLIOTECA EUROPEA	51	54
RE	Risorsa elettronica	A3	BIBLIOTECA ENZO TORTORA	23	34
RE	Risorsa elettronica	A4	BIBLIOTECA DELL'AVVOCATURA	1	2
RE	Risorsa elettronica	B1	BIBLIOTECA VILLA LEOPARDI	8	9
RE	Risorsa elettronica	B3	BIBLIOTECA FLAMINIA	11	11
RE	Risorsa elettronica	BR	BIBLIOTECA CENTRALE PER RAGAZZI	14	18
RE	Risorsa elettronica	C1	BIBLIOTECA TULLIO DE MAURO	2	2
RE	Risorsa elettronica	D1	BIBLIOTECA ENNIO FLAIANO	7	7
RE	Risorsa elettronica	E1	BIBLIOTECA VACCHERIA NARDI	6	7
RE	Risorsa elettronica	F1	BIBLIOTECA GOFFREDO MAMELI	2	2
RE	Risorsa elettronica	G1	BIBLIOTECA GIANNI RODARI	21	21
RE	Risorsa elettronica	H1	BIBLIOTECA RUGANTINO	2	4
RE	Risorsa elettronica	I1	BIBLIOTECA NELSON MANDELA	3	3
RE	Risorsa elettronica	L1	BIBLIOTECA RAFFAELLO	10	20
RE	Risorsa elettronica	M1	BIBLIOCAFFE' LETTERARIO	3	3
RE	Risorsa elettronica	N1	BIBLIOTECA PIER PAOLO PASOLINI	11	13
RE	Risorsa elettronica	O2	BIBLIOTECA ELSA MORANTE	11	11
RE	Risorsa elettronica	Q1	BIBLIOTECA GUGLIELMO MARCONI	78	88
RE	Risorsa elettronica	Q2	BIBLIOTECA RENATO NICOLINI	19	23
RE	Risorsa elettronica	R1	BIBLIOTECA COLLI PORTUENSI	1	1
RE	Risorsa elettronica	R2	BIBLIOTECA LONGHENA	1	1
RE	Risorsa elettronica	S1	BIBLIOTECA GIORDANO BRUNO	11	12
RE	Risorsa elettronica	T1	BIBLIOTECA VALLE AURELIA	29	39
RE	Risorsa elettronica	T2	BIBLIOTECA CORNELIA	11	11
RE	Risorsa elettronica	U1	BIBLIOTECA FRANCO BASAGLIA	5	6
RE	Risorsa elettronica	V1	BIBLIOTECA GALLINE BIANCHE	5	5
RE	Risorsa elettronica	WF	BIBLIOTECA WWF ITALIA P.L.FLORIO	1	1
RE	Risorsa elettronica	ZZ	COMUNE DI ROMA - CENTRO SISTEMA	2	3
RE	Risorsa elettronica	H2	BIBLIOTECA BORGHESIANA	3	3
RE	Risorsa elettronica	A5	BIBLIOTECA CASA DELLA MEMORIA	19	23
RE	Risorsa elettronica	L3	BIBLIOTECA CASA DEI BIMBI	3	4
RE	Risorsa elettronica	O1	BIBLIOTECA SANDRO ONOFRI	18	24
RE	Risorsa elettronica	U2	BIBLIOTECA CASA DEL PARCO	1	1
RE	Risorsa elettronica	G2	TEATRO BIBLIOTECA QUARTICCIOLO	5	5
RE	Risorsa elettronica	WS	BIBLIOTECA DI STATISTICA	9	21
RE	Risorsa elettronica	WA	BIBLIOTECA FABRIZIO GIOVENALE	6	6
RE	Risorsa elettronica	A6	BIBLIOTECA CASA DELLE TRADUZIONI	6	7
RI	Registr. sonora non musicale	A1	BIBLIOTECA EUROPEA	328	732
RI	Registr. sonora non musicale	A2	PIM CENTRALE	94	195
RI	Registr. sonora non musicale	A3	BIBLIOTECA ENZO TORTORA	23	24
RI	Registr. sonora non musicale	B1	BIBLIOTECA VILLA LEOPARDI	12	46
RI	Registr. sonora non musicale	B3	BIBLIOTECA FLAMINIA	96	145
RI	Registr. sonora non musicale	BR	BIBLIOTECA CENTRALE PER RAGAZZI	39	65
RI	Registr. sonora non musicale	C1	BIBLIOTECA TULLIO DE MAURO	19	20
RI	Registr. sonora non musicale	D1	BIBLIOTECA ENNIO FLAIANO	87	202
RI	Registr. sonora non musicale	E1	BIBLIOTECA VACCHERIA NARDI	8	24
RI	Registr. sonora non musicale	F1	BIBLIOTECA GOFFREDO MAMELI	99	186
RI	Registr. sonora non musicale	F2	BIBLIOTECA PENAZZATO	60	71
RI	Registr. sonora non musicale	G1	BIBLIOTECA GIANNI RODARI	20	42
RI	Registr. sonora non musicale	H1	BIBLIOTECA RUGANTINO	35	64
RI	Registr. sonora non musicale	I1	BIBLIOTECA NELSON MANDELA	27	31
RI	Registr. sonora non musicale	L1	BIBLIOTECA RAFFAELLO	5	9
RI	Registr. sonora non musicale	M1	BIBLIOCAFFE' LETTERARIO	61	73
RI	Registr. sonora non musicale	N1	BIBLIOTECA PIER PAOLO PASOLINI	73	143
RI	Registr. sonora non musicale	O2	BIBLIOTECA ELSA MORANTE	20	24
RI	Registr. sonora non musicale	Q1	BIBLIOTECA GUGLIELMO MARCONI	56	193
RI	Registr. sonora non musicale	Q2	BIBLIOTECA RENATO NICOLINI	140	282
RI	Registr. sonora non musicale	R1	BIBLIOTECA COLLI PORTUENSI	76	161
RI	Registr. sonora non musicale	R2	BIBLIOTECA LONGHENA	13	13
RI	Registr. sonora non musicale	R3	BIBLIOTECA VILLINO CORSINI - VILLA PAMPHILJ	110	215
RI	Registr. sonora non musicale	S1	BIBLIOTECA GIORDANO BRUNO	12	45
RI	Registr. sonora non musicale	T1	BIBLIOTECA VALLE AURELIA	52	121
RI	Registr. sonora non musicale	T2	BIBLIOTECA CORNELIA	31	67
RI	Registr. sonora non musicale	U1	BIBLIOTECA FRANCO BASAGLIA	79	211
RI	Registr. sonora non musicale	V1	BIBLIOTECA GALLINE BIANCHE	1	1
RI	Registr. sonora non musicale	WF	BIBLIOTECA WWF ITALIA P.L.FLORIO	1	7
RI	Registr. sonora non musicale	H2	BIBLIOTECA BORGHESIANA	5	8
RI	Registr. sonora non musicale	A5	BIBLIOTECA CASA DELLA MEMORIA	10	12
RI	Registr. sonora non musicale	L3	BIBLIOTECA CASA DEI BIMBI	3	5
RI	Registr. sonora non musicale	O1	BIBLIOTECA SANDRO ONOFRI	22	25
RI	Registr. sonora non musicale	U2	BIBLIOTECA CASA DEL PARCO	10	11
RI	Registr. sonora non musicale	G2	TEATRO BIBLIOTECA QUARTICCIOLO	71	96
RI	Registr. sonora non musicale	H3	COLLINA DELLA PACE	3	3
RI	Registr. sonora non musicale	E2	BIBLIOTECA ALDO FABRIZI	12	14
RI	Registr. sonora non musicale	WG	B. COSTANZO LICEO GIULIO CESARE	1	1
RJ	Registrazione sonora musicale	A1	BIBLIOTECA EUROPEA	30	33
RJ	Registrazione sonora musicale	A3	BIBLIOTECA ENZO TORTORA	3	3
RJ	Registrazione sonora musicale	B1	BIBLIOTECA VILLA LEOPARDI	1	1
RJ	Registrazione sonora musicale	B3	BIBLIOTECA FLAMINIA	1	2
RJ	Registrazione sonora musicale	D1	BIBLIOTECA ENNIO FLAIANO	1	1
RJ	Registrazione sonora musicale	F1	BIBLIOTECA GOFFREDO MAMELI	3	3
RJ	Registrazione sonora musicale	G1	BIBLIOTECA GIANNI RODARI	2	2
RJ	Registrazione sonora musicale	H1	BIBLIOTECA RUGANTINO	16	19
RJ	Registrazione sonora musicale	I1	BIBLIOTECA NELSON MANDELA	12	15
RJ	Registrazione sonora musicale	M1	BIBLIOCAFFE' LETTERARIO	1	1
RJ	Registrazione sonora musicale	Q1	BIBLIOTECA GUGLIELMO MARCONI	1	1
RJ	Registrazione sonora musicale	Q2	BIBLIOTECA RENATO NICOLINI	6	12
RJ	Registrazione sonora musicale	R1	BIBLIOTECA COLLI PORTUENSI	1	1
RJ	Registrazione sonora musicale	R2	BIBLIOTECA LONGHENA	1	1
RJ	Registrazione sonora musicale	R3	BIBLIOTECA VILLINO CORSINI - VILLA PAMPHILJ	2	5
RJ	Registrazione sonora musicale	S1	BIBLIOTECA GIORDANO BRUNO	3	3
RJ	Registrazione sonora musicale	T1	BIBLIOTECA VALLE AURELIA	2	2
RJ	Registrazione sonora musicale	T2	BIBLIOTECA CORNELIA	1	1
RJ	Registrazione sonora musicale	U1	BIBLIOTECA FRANCO BASAGLIA	3	6
RJ	Registrazione sonora musicale	X1	BIBLIOBUS	1	1
RJ	Registrazione sonora musicale	H2	BIBLIOTECA BORGHESIANA	2	6
RJ	Registrazione sonora musicale	A5	BIBLIOTECA CASA DELLA MEMORIA	4	6
RJ	Registrazione sonora musicale	L3	BIBLIOTECA CASA DEI BIMBI	1	1
RJ	Registrazione sonora musicale	O1	BIBLIOTECA SANDRO ONOFRI	24	24
RJ	Registrazione sonora musicale	WP	SCAFFALE D'ARTE PALAEXPO	1	1
RJ	Registrazione sonora musicale	U2	BIBLIOTECA CASA DEL PARCO	1	2
RJ	Registrazione sonora musicale	G2	TEATRO BIBLIOTECA QUARTICCIOLO	2	3
RM	Registrazione sonora musicale	B1	BIBLIOTECA VILLA LEOPARDI	1	1
RM	Registrazione sonora musicale	U1	BIBLIOTECA FRANCO BASAGLIA	1	1
VR	Videoregistrazione	A2	PIM CENTRALE	93	93
VR	Videoregistrazione	B1	BIBLIOTECA VILLA LEOPARDI	7	8
VR	Videoregistrazione	B3	BIBLIOTECA FLAMINIA	92	95
VR	Videoregistrazione	BR	BIBLIOTECA CENTRALE PER RAGAZZI	157	170
VR	Videoregistrazione	C1	BIBLIOTECA TULLIO DE MAURO	4	4
VR	Videoregistrazione	D1	BIBLIOTECA ENNIO FLAIANO	4	4
VR	Videoregistrazione	E1	BIBLIOTECA VACCHERIA NARDI	6	6
VR	Videoregistrazione	F1	BIBLIOTECA GOFFREDO MAMELI	6	6
VR	Videoregistrazione	F2	BIBLIOTECA PENAZZATO	41	41
VR	Videoregistrazione	G1	BIBLIOTECA GIANNI RODARI	2	3
VR	Videoregistrazione	H1	BIBLIOTECA RUGANTINO	1	3
VR	Videoregistrazione	I1	BIBLIOTECA NELSON MANDELA	2	2
VR	Videoregistrazione	L1	BIBLIOTECA RAFFAELLO	11	11
VR	Videoregistrazione	M1	BIBLIOCAFFE' LETTERARIO	1174	1178
VR	Videoregistrazione	N1	BIBLIOTECA PIER PAOLO PASOLINI	88	91
VR	Videoregistrazione	O2	BIBLIOTECA ELSA MORANTE	1543	1649
VR	Videoregistrazione	Q1	BIBLIOTECA GUGLIELMO MARCONI	230	244
VR	Videoregistrazione	Q2	BIBLIOTECA RENATO NICOLINI	3	3
VR	Videoregistrazione	R2	BIBLIOTECA LONGHENA	6	7
VR	Videoregistrazione	R3	BIBLIOTECA VILLINO CORSINI - VILLA PAMPHILJ	24	25
VR	Videoregistrazione	S1	BIBLIOTECA GIORDANO BRUNO	8	8
VR	Videoregistrazione	T1	BIBLIOTECA VALLE AURELIA	10	10
VR	Videoregistrazione	T2	BIBLIOTECA CORNELIA	283	287
VR	Videoregistrazione	U1	BIBLIOTECA FRANCO BASAGLIA	1860	1889
VR	Videoregistrazione	V1	BIBLIOTECA GALLINE BIANCHE	11	11
VR	Videoregistrazione	WF	BIBLIOTECA WWF ITALIA P.L.FLORIO	52	57
VR	Videoregistrazione	Z4	REBIBBIA NUOVO COMPLESSO	5	5
VR	Videoregistrazione	H2	BIBLIOTECA BORGHESIANA	471	475
VR	Videoregistrazione	A5	BIBLIOTECA CASA DELLA MEMORIA	2	2
VR	Videoregistrazione	L3	BIBLIOTECA CASA DEI BIMBI	69	72
VR	Videoregistrazione	O1	BIBLIOTECA SANDRO ONOFRI	6	6
VR	Videoregistrazione	U2	BIBLIOTECA CASA DEL PARCO	1	1
VR	Videoregistrazione	G2	TEATRO BIBLIOTECA QUARTICCIOLO	6	6
