NUMERO ESERCIZIO;DATA INIZIO;CODICE_VIA;DESCRIZIONE VIA;CIVICO;ESP CIVICO;SUPERFICIE TOTALE;CODICE MACRO ATTIVITA;DESCRIZIONE ATTIVITA;TIPO ATTIVITA;DESCRIZIONE ATTIVITA;CODICE SPECIALIZZAZIONE;DESCRIZIONE SPECIALIZZAZIONE;SETTORE ALIMENTARE;SETTORE NON ALIMENTARE
3586;20080807;5490;VIA ANDREA BARBAZZA;101; ;0.0;1;COMMERCIO IN SEDE FISSA;3;COMMERCIO ELETTRONICO;0;; ; 
3589;19910130;71042;VIA MATTIA BATTISTINI;514; ;220.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4201;20090728;86662;VIA DELLA PINETA SACCHETTI;205;A;0.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
4202;20090723;64174;VIA DELLA LUCCHINA;96; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;; ; 
4203;20090730;86662;VIA DELLA PINETA SACCHETTI;205;A;0.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
4204;20090730;85654;VIA PIETRO GASPARRI;74; ;60.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4205;20090804;71226;PIAZZALE DELLE MEDAGLIE D'ORO;5; ;40.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4206;20090803;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
4208;20090804;107767;VIA TRIONFALE;11490; ;0.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4209;19810711;107767;VIA TRIONFALE;11382; ;22.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4211;19910208;107767;VIA TRIONFALE;11527; ;36.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4212;20061130;64174;VIA DELLA LUCCHINA;99999; ;0.0;8;ALTRE ATTIVITA';7;DEPOSITI/ESPOSIZIONI;0;; ; 
4213;20090709;11594;VIA AUGUSTO CONTI;17; ;0.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
4216;20090811;94931;VIA ROMEO RODRIGUEZ PEREIRA;184;C;59.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4217;20090714;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
4218;20090521;14399;VIA DELLE BENEDETTINE;28;A;0.0;7;Ex art. 19 del D.P.R. 616/77 (T.U.L.P.S.);74;AUTORIMESSE;0;; ; 
4219;20090521;14399;VIA DELLE BENEDETTINE;28;A;1237.0;7;Ex art. 19 del D.P.R. 616/77 (T.U.L.P.S.);16;NOLEGGIO SENZA CONDUCENTE;0;; ; 
4220;20090818;64174;VIA DELLA LUCCHINA;96; ;0.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
4221;20090728;73161;VIALE MONFORTANI;15; ;25.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;4;PIZZERIA AL TAGLIO; ; 
4222;20090728;73161;VIALE MONFORTANI;15; ;25.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
4223;20090729;108559;VIA UGO DE CAROLIS;80; ;160.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4225;20090827;110044;VIA VALLEBONA;11; ;84.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;; ; 
4229;20090811;33484;VIA DIANO MARINA;74; ;54.48;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;45;RIPARAZIONE MOTOCICLI; ; 
4230;20090811;16357;VIA BRACCIANENSE;771; ;0.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
4233;20090827;117414;VIA BRUMANO;29;A;0.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
4236;20090825;48620;VIA GEROLAMO MERCURIALE;73; ;0.0;3;PUBBLICI ESERCIZI;37;SOMM. DOMIC. CONSUMATORE(LR 21/2006 ART.6 c.1 l.c);0;; ; 
4237;20090326;10616;LARGO ARTURO DONAGGIO;16; ;0.0;7;Ex art. 19 del D.P.R. 616/77 (T.U.L.P.S.);66;VIDEOGIOCHI;0;;;
4238;19870429;11330;VIA ATTILIO FRIGGERI;149; ;0.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
4239;19870211;11330;VIA ATTILIO FRIGGERI;149; ;0.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
4240;19870427;11330;VIA ATTILIO FRIGGERI;149; ;0.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
4241;19901119;11330;VIA ATTILIO FRIGGERI;149; ;0.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
4242;20090804;86332;PIAZZA PIETRO THOUAR;21; ;50.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4248;20090326;114202;VIA VINCENZO TROYA;4;B;60.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
4253;20090811;53350;VIA GIOVANNI STEFANO BONACOSSA;6;B;140.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
4254;20090908;86662;VIA DELLA PINETA SACCHETTI;474; ;0.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
4255;19800617;34816;VIA DUCCIO GALIMBERTI;45; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;; ; 
4256;20090723;78254;VIA NORMA FRATELLI PARENTI;8;A;0.0;7;Ex art. 19 del D.P.R. 616/77 (T.U.L.P.S.);72;VENDITA COSE USATE E ANTICHE;0;;;
4260;20090804;50647;LARGO GIORGIO MACCAGNO;23; ;35.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4261;20090804;61582;VIA LATTANZIO;26; ;40.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;; ; 
4264;20090728;151562;VIA FLAUBERT;56; ;0.0;1;COMMERCIO IN SEDE FISSA;3;COMMERCIO ELETTRONICO;0;; ; 
4265;20090806;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;3;COMMERCIO ELETTRONICO;0;; ; 
4267;20090911;23650;VIA DI CASAL DEL MARMO;199; ;35.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4271;20090804;100614;VIA SIMONE MOSCA;4; ;0.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
4272;20090804;100614;VIA SIMONE MOSCA;4; ;808.0;7;Ex art. 19 del D.P.R. 616/77 (T.U.L.P.S.);74;AUTORIMESSE;0;; ; 
4273;20021114;127710;VIA SALOMONE MORPURGO;22; ;0.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
4276;19990713;158796;VIA GAVERINA;67; ;50.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
4278;20090917;12834;VIA DELLA BALDUINA;296; ;0.0;3;PUBBLICI ESERCIZI;25;SOMM. SCUOLE,OSPEDALI (LR 21/2006 ART. 6 c.1 l.h);0;; ; 
4284;20090910;122265;VIA OGGIONO;5; ;40.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
4285;20091001;100614;VIA SIMONE MOSCA;8; ;0.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4286;20091001;85654;VIA PIETRO GASPARRI;93; ;0.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4290;20091001;0;;0;;40.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
4291;20091001;103323;VIA TAGGIA;17; ;25.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
4293;20090915;102872;VIA DELLA STORTA;420; ;50.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;25;DISTRIBUTORI DI CARBURANTI; ;NON ALIMENTARE
4296;20090924;105413;VIA TOMMASO BERNETTI;35; ;37920.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
4299;20011031;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4303;20090721;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6591;20130520;14883;VIA BERNARDO BARBIELLINI AMIDEI;45; ;0.0;1;COMMERCIO IN SEDE FISSA;3;COMMERCIO ELETTRONICO;0;; ; 
6592;20130522;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6593;20130507;12834;VIA DELLA BALDUINA;300; ;415.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
6594;20130507;12834;VIA DELLA BALDUINA;300; ;414.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
6595;20130327;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6596;20130624;835;VIA DELL'ACQUA PAOLA;7; ;0.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
6597;20130510;104931;VIA TINA LORENZONI;2; ;28.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
6598;20130624;835;VIA DELL'ACQUA PAOLA;7; ;0.0;8;ALTRE ATTIVITA';7;DEPOSITI/ESPOSIZIONI;0;; ; 
6599;20130531;44363;VIA FRANCESCO CHERUBINI;2;B;50.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;43;LAVANDERIA; ; 
6600;20130523;71042;VIA MATTIA BATTISTINI;218; ;70.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
6516;20130516;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6517;20130515;53938;VIA GIULIA MOLINO COLOMBINI;18; ;75.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
6518;20130328;103224;VIA SVETONIO;2; ;23.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;12;ALTRO (VENDITA IN GRANDE VARIETA DI PRODOTTI NON ALIMENTARI; ;NON ALIMENTARE
6519;20130309;86662;VIA DELLA PINETA SACCHETTI;454; ;18.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
6521;20130604;86662;VIA DELLA PINETA SACCHETTI;229;M;57.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
6522;20130412;106557;VIA DI TORREVECCHIA;353; ;40.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
6524;20130528;94931;VIA ROMEO RODRIGUEZ PEREIRA;110; ;0.0;1;COMMERCIO IN SEDE FISSA;3;COMMERCIO ELETTRONICO;0;; ; 
6528;20130416;71235;VIALE DELLE MEDAGLIE D'ORO;105;B;570.0;1;COMMERCIO IN SEDE FISSA;90;MEDIE STRUTTURE;0;;ALIMENTARE;NON ALIMENTARE
6529;20130313;3722;VIA ALESSANDRO SOLIVETTI;5; ;23.8;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
6530;20010215;32708;VIA DAMIANO CHIESA;10; ;650.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
6531;20030703;104931;VIA TINA LORENZONI;31; ;49.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
6532;20130319;21735;PIAZZA CARLO MAZZARESI;11; ;73.75;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
6533;20130321;70456;VIA MARZIALE;22; ;0.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
6534;20130116;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6535;20130412;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6536;20130117;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6537;20130118;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6538;20130314;6105;VIA ANGELO FAVA;12;A;0.0;1;COMMERCIO IN SEDE FISSA;5;VENDITA PRESSO IL DOMICILIO DEI CONSUMATORI;0;; ; 
6540;20130614;64174;VIA DELLA LUCCHINA;96; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;; ; 
6541;20130422;75819;VIA DEI MONTI DI PRIMAVALLE;61; ;22.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
6544;20110303;151407;VIA ANDERSEN;34; ;50.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
6545;20130328;106557;VIA DI TORREVECCHIA;867; ;200.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;8;CARROZZERIA; ; 
6546;20130530;163525;VIALE INDRO MONTANELLI;135; ;24.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
6548;20130410;75819;VIA DEI MONTI DI PRIMAVALLE;165; ;15.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
6549;20130531;85755;VIA PIETRO MAFFI;70; ;100.65;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
6550;20130319;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6551;20130221;70456;VIA MARZIALE;12; ;90.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
6552;20130612;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
6553;20130423;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6554;20130529;71235;VIALE DELLE MEDAGLIE D'ORO;215; ;0.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
6555;20130424;71226;PIAZZALE DELLE MEDAGLIE D'ORO;2; ;140.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
6556;20130528;2521;VIA ALBERTO CADLOLO;101; ;0.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
6557;20130528;163525;VIALE INDRO MONTANELLI;143; ;58.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
6559;20130607;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6560;20130613;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6562;20130516;71235;VIALE DELLE MEDAGLIE D'ORO;234; ;0.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;12;ALTRO (VENDITA IN GRANDE VARIETA DI PRODOTTI NON ALIMENTARI; ;NON ALIMENTARE
6563;20130608;28293;VIA S. CIPRIANO;10; ;40.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;; ; 
6564;20130604;90678;VIA PRISCIANO;32; ;185.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
6566;20130627;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6567;20130619;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6569;20130620;163516;VIA RUGGERO ORLANDO;70; ;70.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;; ; 
6570;20130627;10973;VIA DELL'ASSUNZIONE;56;A;29.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
6571;20130701;75819;VIA DEI MONTI DI PRIMAVALLE;187; ;12.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;; ; 
6573;20130325;107767;VIA TRIONFALE;7225; ;98.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;12;ALTRO (VENDITA IN GRANDE VARIETA DI PRODOTTI NON ALIMENTARI; ;NON ALIMENTARE
6574;20130325;107767;VIA TRIONFALE;7225; ;0.0;1;COMMERCIO IN SEDE FISSA;3;COMMERCIO ELETTRONICO;0;; ; 
6575;20130613;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6577;20130615;116095;VIA PIEVE DI CADORE;55; ;0.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
6579;20130613;106557;VIA DI TORREVECCHIA;238;A;60.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;16;PRODOTTI TESSILI E BIANCHERIA; ;NON ALIMENTARE
6580;20130313;71235;VIALE DELLE MEDAGLIE D'ORO;384;A;115.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
6581;20130611;107767;VIA TRIONFALE;7056; ;240.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;12;ALTRO (VENDITA IN GRANDE VARIETA DI PRODOTTI NON ALIMENTARI; ;NON ALIMENTARE
6582;20130611;107767;VIA TRIONFALE;7028; ;55.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;12;ALTRO (VENDITA IN GRANDE VARIETA DI PRODOTTI NON ALIMENTARI; ;NON ALIMENTARE
6583;20130520;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6584;20130521;38687;VIA EZIO SCIAMANNA;2;C;35.08;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;; ; 
6585;20130403;75819;VIA DEI MONTI DI PRIMAVALLE;179; ;77.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
6586;20130429;85755;VIA PIETRO MAFFI;160; ;5.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
6587;20130117;23650;VIA DI CASAL DEL MARMO;169; ;0.0;8;ALTRE ATTIVITA';7;DEPOSITI/ESPOSIZIONI;0;; ; 
6588;20130318;98955;VIA DI SELVA CANDIDA;356;B;199.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;1;PASTICCERIA; ; 
6589;20130307;172004;VIA LIBERO BOVIO;5; ;95.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
4194;20090723;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
4195;20090723;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
4197;20090723;27027;VIA CESARE LOMBROSO;5;B;0.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4198;20090716;23650;VIA DI CASAL DEL MARMO;108; ;0.0;7;Ex art. 19 del D.P.R. 616/77 (T.U.L.P.S.);66;VIDEOGIOCHI;0;;;
4199;20090616;71042;VIA MATTIA BATTISTINI;29; ;60.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
4200;20090616;71042;VIA MATTIA BATTISTINI;29; ;0.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4102;20090528;35585;VIA ELIO DONATO;45; ;0.0;1;COMMERCIO IN SEDE FISSA;5;VENDITA PRESSO IL DOMICILIO DEI CONSUMATORI;0;; ; 
4103;20090515;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
4108;20090604;55176;VIA GIUSEPPE D'ANNIBALE;19; ;70.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
4110;20080605;10973;VIA DELL'ASSUNZIONE;17; ;47.5;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
4111;19770303;100403;VIA SILVIO ANTONIANO;13; ;180.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4112;19960326;151407;VIA ANDERSEN;85; ;126.05;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
4117;19920826;46684;VIA GABRIELLA DEGLI ESPOSTI;76; ;250.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
4119;20030128;25982;VIA CECILIO STAZIO;16; ;0.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
4120;20090428;85232;VIA PIETRO BEMBO;11; ;0.0;1;COMMERCIO IN SEDE FISSA;3;COMMERCIO ELETTRONICO;0;; ; 
4121;20090428;85232;VIA PIETRO BEMBO;33; ;0.0;1;COMMERCIO IN SEDE FISSA;3;COMMERCIO ELETTRONICO;0;; ; 
4123;20090610;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
4124;20010830;4202;VIA ALFREDO FUSCO;69; ;66.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
4125;20010703;75819;VIA DEI MONTI DI PRIMAVALLE;88; ;0.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
4126;20010705;75819;VIA DEI MONTI DI PRIMAVALLE;88; ;60.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
4127;20090609;108065;VIA TULLIANA;31; ;0.0;8;ALTRE ATTIVITA';7;DEPOSITI/ESPOSIZIONI;0;; ; 
4129;19990601;52443;VIA GIOVANNI GHERARDINI;9; ;25.77;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4131;19761025;102915;VIA STRESA;37; ;49.49;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4133;20080527;98955;VIA DI SELVA CANDIDA;471; ;49.4;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
4135;20090623;106557;VIA DI TORREVECCHIA;46; ;280.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4136;20090611;100614;VIA SIMONE MOSCA;28; ;28.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4139;20090625;85232;VIA PIETRO BEMBO;33; ;0.0;1;COMMERCIO IN SEDE FISSA;3;COMMERCIO ELETTRONICO;0;; ; 
4140;20090610;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
4141;19830716;107767;VIA TRIONFALE;11374; ;40.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4143;20090525;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
4144;20090527;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
4146;19980424;120111;VIA FRANCESCO BONFIGLIO;62; ;84.0;3;PUBBLICI ESERCIZI;29;SOMM. CIRCOLI PRIV. PER SOLI SOCI (EX D.M.375/88);0;; ; 
4147;20030813;103323;VIA TAGGIA;13; ;0.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
4149;20090702;1012;VIA DELL'ACQUEDOTTO DEL PESCHIERA;141; ;44.19;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4150;20090630;63764;VIA LORENZO LITTA;3; ;40.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;17;MECCANICI; ; 
4152;20090707;163525;VIALE INDRO MONTANELLI;97; ;65.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;17;MECCANICI; ; 
4153;20090714;64174;VIA DELLA LUCCHINA;96; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;; ; 
4154;20090709;108559;VIA UGO DE CAROLIS;84;C;90.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4155;20090714;86662;VIA DELLA PINETA SACCHETTI;474; ;46.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4157;19940610;1001;VIA DELL'ACQUEDOTTO PAOLO;53; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;; ; 
4158;20090714;108559;VIA UGO DE CAROLIS;81;C;29.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
