Condominio;CAP;Provincia;Comune;Municipio;Nazione;Tipo intervento;Num. Int. Larvcida;Num. Int. Adulticida;In. Int. Larvicida;Fine Int. Larvicida;In. Int. Adulticida;Fine Int. Adulticida;Freq. Int. Larvicida;Freq. Int. Adulticida;Proxilar com.;Permeplus;Flubex;Rothryn 200;Porter;Tator;Garban;Cipex 10E;Vectobac DT;Aquakhotrine;Diflorex;Cymina Plus;Sandokan 7335;Microsin;Roltab;Amplat;Device TB2;Permex 22E;Aqualarv;Nexa;Diflox;No-Larv;Cyperbase;Cipertrin T;Dudin SC 15;Aedex;Skeetal;Adicip;Zamho;Pertrin S;Rotryn 50;Larvistop;Altogran;K-othrine;Bifemite;Solfac;Deltakill flow;Wacip 1000;Decapy flow;Sumilarv;Exit 100;Fendona;Permesol;Diflox cpr.;Diflox flow.;Deltacid;Toolex;Permebase;Garban;Cipekill;Nurelle;Bio-Amplat;Aquacyp;Vectomax;Boxtar;Delta Super;Fenthrin;Mida tarvis;Deadyna;Green Larv;Veloxidin;Baycidal WP 25;Aquapy;Permebase
Via Courmayer 25;;RM;Roma;15;Italia;larvicida e adulticida;4;4;mag-15;ago-15;giu-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
Via Ximenes 4;;RM;Roma;15;Italia;larvicida e adulticida;4;4;mag-15;ago-15;giu-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
Via A. Cabrini 8-22;;RM;Roma;3;Italia;larvicida e adulticida;6;6;29/04/2015;30/09/2015;29/04/2015;30/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via San Marino 15;;RM;Roma;2;Italia;larvicida e adulticida;6;6;29/04/2015;30/09/2015;29/04/2015;30/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Luigi Gherzi 8-12;;RM;Roma;14;Italia;larvicida e adulticida;6;6;29/04/2015;30/09/2015;29/04/2015;30/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Luigi Gherzi 9;;RM;Roma;14;Italia;larvicida e adulticida;6;6;29/04/2015;30/09/2015;29/04/2015;30/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Corso Trieste 123;;RM;Roma;2;Italia;larvicida e adulticida;6;6;29/04/2015;30/09/2015;29/04/2015;30/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Acherusio 32;;RM;Roma;2;Italia;larvicida e adulticida;6;6;29/04/2015;30/09/2015;29/04/2015;30/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Onofrio Panvinio 16-18;;RM;Roma;2;Italia;larvicida e adulticida;6;6;29/04/2015;30/09/2015;29/04/2015;30/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Ghino Valenti 12;;RM;Roma;15;Italia;larvicida e adulticida;6;6;29/04/2015;30/09/2015;29/04/2015;30/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Decio Filipponi 14;;RM;Roma;14;Italia;larvicida e adulticida;6;6;29/04/2015;30/09/2015;29/04/2015;30/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Margutta 33;;RM;Roma;1;Italia;larvicida e adulticida;6;6;29/04/2015;30/09/2015;29/04/2015;30/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Mancinelli 65;;RM;Roma;13;Italia;larvicida e adulticida;6;6;29/04/2015;30/09/2015;29/04/2015;30/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Rocca di Mezzo 3;;RM;Roma;15;Italia;larvicida e adulticida;6;6;29/04/2015;30/09/2015;29/04/2015;30/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via San Valentino 28;;RM;Roma;2;Italia;larvicida e adulticida;6;6;29/04/2015;30/09/2015;29/04/2015;30/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via di Villa Chigi 35-37;;RM;Roma;2;Italia;larvicida e adulticida;6;6;29/04/2015;30/09/2015;29/04/2015;30/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via dei Bichi 24;;RM;Roma;12;Italia;larvicida e adulticida;6;4;giu-15;set-15;giu-15;set-15;2 settimane;2 settimane;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Englen 15;;RM;Roma;13;Italia;larvicida e adulticida;6;4;giu-15;set-15;giu-15;set-15;2 settimane;2 settimane;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via gregorio XI 113;;RM;Roma;13;Italia;larvicida e adulticida;6;4;giu-15;set-15;giu-15;set-15;2 settimane;2 settimane;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Gregorio XIII 51;;RM;Roma;13;Italia;larvicida e adulticida;6;4;giu-15;set-15;giu-15;set-15;2 settimane;2 settimane;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via C. Calï 24;;RM;Roma;1;Italia;larvicida e adulticida;6;4;giu-15;set-15;giu-15;set-15;2 settimane;2 settimane;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Crisafulli 124;;RM;Roma;13;Italia;larvicida e adulticida;6;4;giu-15;set-15;giu-15;set-15;2 settimane;2 settimane;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via P. de Francisci 25;;RM;Roma;13;Italia;larvicida e adulticida;6;4;giu-15;set-15;giu-15;set-15;2 settimane;2 settimane;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Cornelio Celso 18;;RM;Roma;13;Italia;larvicida e adulticida;6;4;giu-15;set-15;giu-15;set-15;2 settimane;2 settimane;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Torrevecchia 133;;RM;Roma;13;Italia;larvicida e adulticida;6;4;giu-15;set-15;giu-15;set-15;2 settimane;2 settimane;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Torrevecchia 140;;RM;Roma;13;Italia;larvicida e adulticida;6;4;giu-15;set-15;giu-15;set-15;2 settimane;2 settimane;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Torrevecchia 576;;RM;Roma;13;Italia;larvicida e adulticida;6;4;giu-15;set-15;giu-15;set-15;2 settimane;2 settimane;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Seneca 10;;RM;Roma;14;Italia;larvicida e adulticida;6;4;giu-15;set-15;giu-15;set-15;2 settimane;2 settimane;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Suor Celestina Donati 67;;RM;Roma;14;Italia;larvicida e adulticida;6;4;giu-15;set-15;giu-15;set-15;2 settimane;2 settimane;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Peveragno 28;;RM;Roma;13;Italia;larvicida e adulticida;6;4;giu-15;set-15;giu-15;set-15;2 settimane;2 settimane;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Peveragno 59;;RM;Roma;13;Italia;larvicida e adulticida;6;4;giu-15;set-15;giu-15;set-15;2 settimane;2 settimane;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Val Cannuta 30;;RM;Roma;13;Italia;larvicida e adulticida;6;4;giu-15;set-15;giu-15;set-15;2 settimane;2 settimane;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via val Cannuta 52;;RM;Roma;13;Italia;larvicida e adulticida;6;4;giu-15;set-15;giu-15;set-15;2 settimane;2 settimane;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Adriano I 58;;RM;Roma;13;Italia;larvicida e adulticida;6;4;giu-15;set-15;giu-15;set-15;2 settimane;2 settimane;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Adriano I 72;;RM;Roma;13;Italia;larvicida e adulticida;6;4;giu-15;set-15;giu-15;set-15;2 settimane;2 settimane;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Oslavia 30;;RM;Roma;1;Italia;larvicida e adulticida;6;4;giu-15;set-15;giu-15;set-15;2 settimane;2 settimane;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Aurelia 338-340;;RM;Roma;13;Italia;larvicida e adulticida;6;4;giu-15;set-15;giu-15;set-15;2 settimane;2 settimane;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale Valle Aurelia 108;;RM;Roma;13;Italia;larvicida e adulticida;6;4;giu-15;set-15;giu-15;set-15;2 settimane;2 settimane;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Largo Ludovico Quaroni 2;;RM;Roma;12;Italia;larvicida e adulticida;6;4;giu-15;set-15;giu-15;set-15;2 settimane;2 settimane;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Dolcado 3;;RM;Roma;5;Italia;larvicida e adulticida;6;4;giu-15;set-15;giu-15;set-15;2 settimane;2 settimane;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Torrevecchia 971;;RM;Roma;13;Italia;larvicida e adulticida;6;4;giu-15;set-15;giu-15;set-15;2 settimane;2 settimane;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Forte Braschi 105;;RM;Roma;14;Italia;larvicida e adulticida;6;4;giu-15;set-15;giu-15;set-15;2 settimane;2 settimane;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Veralengo 24;;RM;Roma;13;Italia;larvicida e adulticida;6;4;giu-15;set-15;giu-15;set-15;2 settimane;2 settimane;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Virgilio Testa 68;;RM;Roma;14;Italia;larvicida e adulticida;6;4;giu-15;set-15;giu-15;set-15;2 settimane;2 settimane;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Pian del Marmo 41;;RM;Roma;13;Italia;larvicida e adulticida;6;4;giu-15;set-15;giu-15;set-15;2 settimane;2 settimane;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Quintilio Varo 46;;RM;Roma;7;Italia;larvicida e adulticida;1;1;21/07/2015;21/07/2015;21/07/2015;21/07/2015;1 volta;1 volta;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
Via dei Berio 50-58;00155;RM;Roma;7;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;
Via Tuscolana 667;00174;RM;Roma;7;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;
Via Valadier 43;00193;RM;Roma;1;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;
Via Casilina 991;00172;RM;Roma;6;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;
Viale Bruno Rizzieri 125;00173;RM;Roma;7;Italia;adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;
Via Fermo Ognibene 18;00144;RM;Roma;9;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via San Martino Valperga 15;00149;RM;Roma;11;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Pietro Venturi 16;00149;RM;Roma;11;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Luigi Solidati Tiburzi 3;00149;RM;Roma;11;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Pietro Venturi 54;00149;RM;Roma;11;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Degli Irlandesi 73;00149;RM;Roma;11;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Degli Irlandesi 75;00149;RM;Roma;11;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale Prospero Colonna 9;00149;RM;Roma;11;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale Prospero Colonna 15;00149;RM;Roma;11;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Domenico Lupatelli 62e;00149;RM;Roma;11;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via E. Albanese 63;00149;RM;Roma;11;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Pietro Maroncelli 20-22;00149;RM;Roma;11;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Pietro Maroncelli 25;00149;RM;Roma;11;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Ippolito Nievo 1;00153;RM;Roma;12;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Magna Grecia 30a;00183;RM;Roma;7;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Ernesto Calindri 3;00139;RM;Roma;3;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Cocco Ortu 120;00139;RM;Roma;3;Italia;larvicida;7;0;apr-15;ott-15;-;-;mensile;-;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Monte Maloia 30;00141;RM;Roma;3;Italia;larvicida e adulticida;4;4;giu-15;set-15;giu-15;set-15;mensile;mensile;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
Via Nomentana 761;00137;RM;Roma;3;Italia;larvicida e adulticida;4;4;giu-15;set-15;giu-15;set-15;mensile;mensile;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
Via Marcello Marchesi 9;00128;RM;Roma;9;Italia;larvicida e adulticida;5;5;29/05/2015;30/09/2015;29/05/2015;30/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Salvatore Scoca 110;00139;RM;Roma;3;Italia;larvicida;5;0;mag-15;set-15;-;-;mensile;-;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Ghisalba 161;;RM;Roma;15;Italia;adulticida;0;5;-;-;mag-15;set-15;-;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;
Piazza delle Muse 7;00197;RM;Roma;2;Italia;larvicida e adulticida;5;5;29/05/2015;30/09/2015;29/05/2015;30/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giacinta Pezzana 80;00197;RM;Roma;2;Italia;larvicida e adulticida;5;5;29/05/2015;30/09/2015;29/05/2015;30/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giacinta Pezzana 108;00197;RM;Roma;2;Italia;larvicida e adulticida;5;5;29/05/2015;30/09/2015;29/05/2015;30/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Luigi Bellotti Bon 1;00197;RM;Roma;2;Italia;larvicida e adulticida;5;5;29/05/2015;30/09/2015;29/05/2015;30/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Luigi Bellotti Bon 10;00197;RM;Roma;2;Italia;larvicida e adulticida;5;5;29/05/2015;30/09/2015;29/05/2015;30/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Adelaide Ristori 18;00197;RM;Roma;2;Italia;larvicida e adulticida;5;5;29/05/2015;30/09/2015;29/05/2015;30/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via del Pescaccio 45;00166;RM;Roma;12;Italia;larvicida e adulticida;5;5;29/05/2015;30/09/2015;29/05/2015;30/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Portuense 729;00149;RM;Roma;12;Italia;larvicida e adulticida;5;5;29/05/2015;30/09/2015;29/05/2015;30/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via delle Vigne di Morena 152;00118;RM;Roma;7;Italia;larvicida e adulticida;5;5;29/04/2015;23/09/2015;29/04/2015;23/09/2015;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;;;;;
Via Nazario Sauro 12-16;00195;RM;Roma;14;Italia;larvicida e adulticida;4;4;04/06/2015;01/09/2015;04/06/2015;01/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;;;;;;;;;
Via Pasquale Baffi 14-26-28;00149;RM;Roma;11;Italia;larvicida e adulticida;4;4;15/07/2015;14/09/2015;15/07/2015;14/09/2015;3 settimane;3 settimane;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale dei Romanisti 270;00169;RM;Roma;6;Italia;larvicida;9;0;apr-15;dic-15;-;-;mensile;-;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Luigi Corsi 33;00151;RM;Roma;12;Italia;larvicida e adulticida;9;9;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;
Via Luigi Corsi 36;00151;RM;Roma;12;Italia;larvicida e adulticida;9;9;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;
Via Isacco Anton 125-129-131;00151;RM;Roma;12;Italia;larvicida e adulticida;9;9;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;
Via Roberto Alessandri 85;00151;RM;Roma;12;Italia;larvicida e adulticida;9;9;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;
Via Federico di Donato 18;00151;RM;Roma;12;Italia;larvicida e adulticida;9;9;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;
Via Livio Tempesta 29-32-36;00151;RM;Roma;12;Italia;larvicida e adulticida;9;9;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;
Via Federico Ozanan 26;00152;RM;Roma;12;Italia;larvicida e adulticida;9;9;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;
Via Giuseppe Sartori 69;00149;RM;Roma;12;Italia;larvicida e adulticida;9;9;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;
Via Attilio Benigni 66;00156;RM;Roma;4;Italia;larvicida;14;0;01/04/2015;30/10/2015;-;-;2 settimane;-;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Carlo Emilio Gadda 145;00143;RM;Roma;9;Italia;larvicida e adulticida;4;4;giu-15;set-15;giu-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;
Via Carlo Emilio Gadda 157;00143;RM;Roma;9;Italia;larvicida e adulticida;4;4;giu-15;set-15;giu-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;
Via Carlo Emilio Gadda 165;00143;RM;Roma;9;Italia;larvicida e adulticida;4;4;giu-15;set-15;giu-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;
