S	STUDENTE	10	00153	PASSCARD	RMB-BR	2018/01/30	2019/01/30	1
S	STUDENTE	10	00154	PASSCARD	RMB-M1	2018/01/12	2019/01/12	8
S	STUDENTE	10	00155	PASSCARD	RMB-G1	2018/01/22	2019/01/22	3
S	STUDENTE	10	00155	PASSCARD	RMB-G2	2018/01/13	2019/01/13	1
S	STUDENTE	10	00155	PASSCARD	RMB-G2	2018/01/13	2019/01/13	1
S	STUDENTE	10	00158	PASSCARD	RMB-E1	2018/01/31	2019/01/31	0
S	STUDENTE	10	00163	PASSCARD	RMB-R2	2018/01/30	2018/06/30	0
S	STUDENTE	10	00163	PASSCARD	RMB-R2	2018/01/30	2018/06/30	0
S	STUDENTE	10	00165	PASSCARD	RMB-Q2	2018/01/03	2019/01/03	1
S	STUDENTE	10	00166	PASSCARD	RMB-T2	2018/01/25	2019/01/25	0
S	STUDENTE	10	00168	YOUNGCARD	RMB-U1	2018/01/31	2019/01/31	6
S	STUDENTE	10	00168	PASSCARD	RMB-U1	2018/01/23	2019/01/23	1
S	STUDENTE	10	00168	PASSCARD	RMB-U1	2018/01/04	2019/01/04	5
S	STUDENTE	10	00169	PASSCARD	RMB-H1	2018/01/13	2019/01/13	0
S	STUDENTE	10	00169	PASSCARD	RMB-H1	2018/01/18	2019/01/18	0
S	STUDENTE	10	00172	PASSCARD	RMB-E1	2018/01/24	2019/01/24	1
S	STUDENTE	10	00173	PASSCARD	RMB-L3	2018/01/26	2019/01/26	5
S	STUDENTE	10	00173	PASSCARD	RMB-L1	2018/01/13	2019/01/13	4
S	STUDENTE	10	00173	YOUNGCARD	RMB-L3	2018/01/29	2019/01/29	1
S	STUDENTE	10	00175	YOUNGCARD	RMB-F1	2018/01/15	2019/01/15	7
S	STUDENTE	10	00176	PASSCARD	RMB-F1	2018/01/03	2019/01/03	3
S	STUDENTE	10	00176	PASSCARD	RMB-F1	2018/01/05	2019/01/05	6
S	STUDENTE	10	00176	PASSCARD	RMB-F1	2018/01/17	2019/01/17	0
S	STUDENTE	10	00177	PASSCARD	RMB-B3	2018/01/19	2019/01/19	1
S	STUDENTE	10	00177	PASSCARD	RMB-F2	2018/01/10	2019/01/10	1
S	STUDENTE	10	00177	PASSCARD	RMB-F2	2018/01/22	2019/01/22	1
S	STUDENTE	10	00181	GRAYOUCARD	RMB-BR	2018/01/01	2019/01/01	4
S	STUDENTE	10	00182	GRAYOUCARD	RMB-T2	2018/01/01	2019/01/01	2
S	STUDENTE	10	00182	PASSCARD	RMB-I1	2018/01/22	2019/01/22	1
S	STUDENTE	10	00183	GRAYOUCARD	RMB-BR	2018/01/01	2019/01/01	0
S	STUDENTE	10	00185	PASSCARD	RMB-C1	2018/01/29	2019/01/29	0
S	STUDENTE	10	00188	PASSCARD	RMB-V1	2018/01/03	2019/01/03	0
S	STUDENTE	10	00188	PASSCARD	RMB-V1	2018/01/15	2019/01/15	2
S	STUDENTE	10	00188	PASSCARD	RMB-V1	2018/01/27	2019/01/27	4
S	STUDENTE	10	00188	PASSCARD	RMB-V1	2018/01/02	2019/01/02	0
S	STUDENTE	10	00193	PASSCARD	RMB-B3	2018/01/02	2019/01/02	0
S	STUDENTE	10	00196	PASSCARD	RMB-B3	2018/01/27	2018/02/11	0
S	STUDENTE	10	00198	PASSCARD	RMB-A1	2018/01/11	2019/01/11	3
S	STUDENTE	11		PASSCARD	RMB-R2	2018/01/30	2018/06/30	0
S	STUDENTE	11		YOUNGCARD	RMB-B1	2018/01/16	2019/01/16	6
S	STUDENTE	11		PASSCARD	RMB-Q1	2018/01/19	2019/01/19	1
S	STUDENTE	11		PASSCARD	RMB-D1	2018/01/28	2018/02/16	2
S	STUDENTE	11	00119	PASSCARD	RMB-O2	2018/01/25	2019/01/25	0
S	STUDENTE	11	00121	PASSCARD	RMB-O2	2018/01/15	2019/01/15	2
S	STUDENTE	11	00121	PASSCARD	RMB-O2	2018/01/08	2019/01/08	7
S	STUDENTE	11	00121	PASSCARD	RMB-O2	2018/01/19	2019/01/19	0
S	STUDENTE	11	00121	PASSCARD	RMB-O2	2018/01/23	2019/01/23	0
S	STUDENTE	11	00121	PASSCARD	RMB-O2	2018/01/10	2019/01/10	0
S	STUDENTE	11	00124	PASSCARD	RMB-O1	2018/01/23	2019/01/23	2
S	STUDENTE	11	00124	YOUNGCARD	RMB-O1	2018/01/31	2019/01/31	2
S	STUDENTE	11	00124	PASSCARD	RMB-O1	2018/01/05	2019/01/05	4
S	STUDENTE	11	00125	YOUNGCARD	RMB-O1	2018/01/03	2019/01/03	0
S	STUDENTE	11	00125	YOUNGCARD	RMB-O1	2018/01/26	2019/01/26	1
S	STUDENTE	11	00125	PASSCARD	RMB-O1	2018/01/09	2019/01/09	3
S	STUDENTE	11	00125	PASSCARD	RMB-O1	2018/01/09	2019/01/09	3
S	STUDENTE	11	00128	PASSCARD	RMB-N1	2018/01/18	2019/01/18	1
S	STUDENTE	11	00131	PASSCARD	RMB-E1	2018/01/24	2019/01/24	2
S	STUDENTE	11	00133	YOUNGCARD	RMB-H2	2018/01/29	2019/01/29	0
S	STUDENTE	11	00133	YOUNGCARD	RMB-H2	2018/01/03	2019/01/03	15
S	STUDENTE	11	00136	PASSCARD	RMB-S1	2018/01/26	2019/01/26	2
S	STUDENTE	11	00136	PASSCARD	RMB-S1	2018/01/13	2019/01/13	3
S	STUDENTE	11	00136	PASSCARD	RMB-S1	2018/01/13	2019/01/13	6
S	STUDENTE	11	00136	PASSCARD	RMB-BR	2018/01/05	2019/01/05	0
S	STUDENTE	11	00138	PASSCARD	RMB-D1	2018/01/10	2019/01/10	5
S	STUDENTE	11	00138	PASSCARD	RMB-D1	2018/01/31	2018/02/11	0
S	STUDENTE	11	00138	YOUNGCARD	RMB-D1	2018/01/15	2019/01/15	2
S	STUDENTE	11	00139	PASSCARD	RMB-D1	2018/01/02	2019/01/02	2
S	STUDENTE	11	00139	GRAYOUCARD	RMB-BR	2018/01/01	2019/01/01	0
S	STUDENTE	11	00139	PASSCARD	RMB-D1	2018/01/31	2019/01/31	1
S	STUDENTE	11	00139	PASSCARD	RMB-D1	2018/01/25	2019/01/25	0
S	STUDENTE	11	00139	PASSCARD	RMB-D1	2018/01/03	2019/01/03	0
S	STUDENTE	11	00141	PASSCARD	RMB-B1	2018/01/17	2019/01/17	8
S	STUDENTE	11	00141	PASSCARD	RMB-D1	2018/01/02	2019/01/02	1
S	STUDENTE	11	00142	YOUNGCARD	RMB-I1	2018/01/08	2019/01/08	1
S	STUDENTE	11	00148	YOUNGCARD	RMB-Q2	2018/01/11	2019/01/11	0
S	STUDENTE	11	00148	PASSCARD	RMB-Q2	2018/01/18	2019/01/18	0
S	STUDENTE	11	00148	PASSCARD	RMB-Q2	2018/01/02	2019/01/02	2
S	STUDENTE	11	00148	YOUNGCARD	RMB-Q2	2018/01/09	2019/01/09	0
S	STUDENTE	11	00148	YOUNGCARD	RMB-Q2	2018/01/29	2019/01/29	13
S	STUDENTE	11	00148	YOUNGCARD	RMB-Q2	2018/01/24	2019/01/24	0
S	STUDENTE	11	00151	PASSCARD	RMB-R1	2018/01/27	2019/01/27	0
S	STUDENTE	11	00151	YOUNGCARD	RMB-Q2	2018/01/24	2019/01/24	0
S	STUDENTE	11	00151	PASSCARD	RMB-R1	2018/01/17	2018/12/18	0
S	STUDENTE	11	00152	PASSCARD	RMB-BR	2018/01/27	2019/01/27	3
S	STUDENTE	11	00152	PASSCARD	RMB-BR	2018/01/15	2019/01/15	0
S	STUDENTE	11	00152	PASSCARD	RMB-Q1	2018/01/26	2019/01/26	0
S	STUDENTE	11	00152	YOUNGCARD	RMB-BR	2018/01/19	2019/01/19	1
S	STUDENTE	11	00153	PASSCARD	RMB-BR	2018/01/30	2019/01/30	0
S	STUDENTE	11	00155	PASSCARD	RMB-F2	2018/01/03	2019/01/03	0
S	STUDENTE	11	00155	PASSCARD	RMB-G1	2018/01/22	2019/01/22	4
S	STUDENTE	11	00155	PASSCARD	RMB-F2	2018/01/03	2019/01/03	2
S	STUDENTE	11	00155	PASSCARD	RMB-G1	2018/01/12	2019/01/12	5
S	STUDENTE	11	00155	PASSCARD	RMB-G1	2018/01/29	2019/01/29	8
S	STUDENTE	11	00156	GRAYOUCARD	RMB-T1	2018/01/01	2019/01/01	2
S	STUDENTE	11	00157	PASSCARD	RMB-E1	2018/01/11	2019/01/11	2
S	STUDENTE	11	00159	PASSCARD	RMB-E1	2018/01/11	2019/01/11	2
S	STUDENTE	11	00162	PASSCARD	RMB-B1	2018/01/23	2019/01/23	0
S	STUDENTE	11	00163	PASSCARD	RMB-R2	2018/01/23	2019/01/23	2
S	STUDENTE	11	00163	PASSCARD	RMB-R2	2018/01/30	2018/06/30	0
S	STUDENTE	11	00166	PASSCARD	RMB-T2	2018/01/31	2019/01/31	1
S	STUDENTE	11	00166	PASSCARD	RMB-U1	2018/01/31	2019/01/31	0
S	STUDENTE	11	00166	PASSCARD	RMB-T2	2018/01/26	2019/01/26	0
S	STUDENTE	11	00166	PASSCARD	RMB-T2	2018/01/16	2019/01/16	12
S	STUDENTE	11	00167	YOUNGCARD	RMB-T1	2018/01/03	2019/01/03	1
S	STUDENTE	11	00167	PASSCARD	RMB-T1	2018/01/29	2019/01/29	0
S	STUDENTE	11	00167	PASSCARD	RMB-B3	2018/01/03	2019/01/03	4
S	STUDENTE	11	00168	PASSCARD	RMB-T2	2018/01/02	2019/01/02	1
S	STUDENTE	11	00168	PASSCARD	RMB-U1	2018/01/26	2019/01/26	2
S	STUDENTE	11	00168	PASSCARD	RMB-U2	2018/01/16	2019/01/16	2
S	STUDENTE	11	00169	PASSCARD	RMB-L3	2018/01/13	2019/01/13	5
S	STUDENTE	11	00171	YOUNGCARD	RMB-F2	2018/01/23	2019/01/23	6
S	STUDENTE	11	00172	PASSCARD	RMB-G2	2018/01/17	2019/01/17	0
S	STUDENTE	11	00173	PASSCARD	RMB-L1	2018/01/02	2019/01/02	3
S	STUDENTE	11	00173	PASSCARD	RMB-L3	2018/01/30	2019/01/30	0
S	STUDENTE	11	00175	PASSCARD	RMB-H1	2018/01/15	2019/01/15	1
S	STUDENTE	11	00179	PASSCARD	RMB-BR	2018/01/16	2019/01/16	2
S	STUDENTE	11	00182	PASSCARD	RMB-F1	2018/01/16	2019/01/16	0
S	STUDENTE	11	00183	PASSCARD	RMB-I1	2018/01/26	2019/01/26	1
S	STUDENTE	11	00183	PASSCARD	RMB-I1	2018/01/16	2019/01/16	0
S	STUDENTE	11	00183	YOUNGCARD	RMB-T2	2018/01/01	2019/01/01	0
S	STUDENTE	11	00186	PASSCARD	RMB-BR	2018/01/09	2019/01/09	0
S	STUDENTE	11	00188	PASSCARD	RMB-V1	2018/01/25	2019/01/25	0
S	STUDENTE	11	00193	PASSCARD	RMB-B3	2018/01/02	2019/01/02	1
S	STUDENTE	11	00195	PASSCARD	RMB-S1	2018/01/31	2019/01/31	0
S	STUDENTE	11	00196	YOUNGCARD	RMB-B3	2018/01/10	2019/01/10	2
S	STUDENTE	12		YOUNGCARD	RMB-T1	2018/01/13	2019/01/13	1
S	STUDENTE	12		PASSCARD	RMB-R2	2018/01/30	2018/06/30	0
S	STUDENTE	12		PASSCARD	RMB-B1	2018/01/29	2019/01/29	1
S	STUDENTE	12		PASSCARD	RMB-B1	2018/01/29	2019/01/29	0
S	STUDENTE	12	00012	PASSCARD	RMB-L3	2018/01/04	2019/01/04	9
S	STUDENTE	12	00030	PASSCARD	RMB-H2	2018/01/24	2019/01/24	0
S	STUDENTE	12	00100	PASSCARD	RMB-D1	2018/01/31	2019/01/31	0
S	STUDENTE	12	00121	PASSCARD	RMB-O2	2018/01/10	2019/01/10	0
S	STUDENTE	12	00122	PASSCARD	RMB-O2	2018/01/31	2019/01/31	0
S	STUDENTE	12	00122	PASSCARD	RMB-O2	2018/01/09	2019/01/09	0
S	STUDENTE	12	00122	YOUNGCARD	RMB-O2	2018/01/10	2019/01/10	0
S	STUDENTE	12	00123	GRAYOUCARD	RMB-BR	2018/01/01	2019/01/01	1
S	STUDENTE	12	00124	PASSCARD	RMB-O1	2018/01/02	2019/01/02	3
S	STUDENTE	12	00125	PASSCARD	RMB-O1	2018/01/15	2019/01/15	4
S	STUDENTE	12	00125	PASSCARD	RMB-O1	2018/01/03	2019/01/03	4
S	STUDENTE	12	00125	PASSCARD	RMB-R3	2018/01/30	2019/01/30	1
S	STUDENTE	12	00125	YOUNGCARD	RMB-O1	2018/01/03	2019/01/03	2
S	STUDENTE	12	00126	PASSCARD	RMB-O1	2018/01/24	2019/01/24	1
S	STUDENTE	12	00128	YOUNGCARD	RMB-N1	2018/01/16	2019/01/16	0
S	STUDENTE	12	00128	PASSCARD	RMB-N1	2018/01/24	2019/01/24	0
S	STUDENTE	12	00128	YOUNGCARD	RMB-N1	2018/01/31	2019/01/31	2
S	STUDENTE	12	00128	PASSCARD	RMB-N1	2018/01/17	2019/01/17	0
S	STUDENTE	12	00132	YOUNGCARD	RMB-H3	2018/01/16	2019/01/16	0
S	STUDENTE	12	00132	PASSCARD	RMB-H3	2018/01/22	2019/01/22	0
S	STUDENTE	12	00132	YOUNGCARD	RMB-H3	2018/01/12	2019/01/12	0
S	STUDENTE	12	00132	YOUNGCARD	RMB-H3	2018/01/23	2019/01/23	0
S	STUDENTE	12	00132	PASSCARD	RMB-H3	2018/01/16	2019/01/16	0
S	STUDENTE	12	00132	PASSCARD	RMB-H3	2018/01/02	2019/01/02	2
S	STUDENTE	12	00132	YOUNGCARD	RMB-H3	2018/01/16	2019/01/16	0
S	STUDENTE	12	00133	PASSCARD	RMB-H2	2018/01/17	2019/01/17	0
S	STUDENTE	12	00135	PASSCARD	RMB-U1	2018/01/19	2019/01/19	0
S	STUDENTE	12	00135	YOUNGCARD	RMB-S1	2018/01/05	2019/01/05	1
S	STUDENTE	12	00135	PASSCARD	RMB-BR	2018/01/12	2019/01/12	2
S	STUDENTE	12	00136	PASSCARD	RMB-S1	2018/01/22	2019/01/22	0
S	STUDENTE	12	00137	PASSCARD	RMB-D1	2018/01/08	2019/01/08	0
S	STUDENTE	12	00137	PASSCARD	RMB-D1	2018/01/04	2019/01/04	0
S	STUDENTE	12	00138	PASSCARD	RMB-E2	2018/01/03	2019/01/03	2
S	STUDENTE	12	00139	PASSCARD	RMB-D1	2018/01/03	2019/01/03	3
S	STUDENTE	12	00139	PASSCARD	RMB-D1	2018/01/17	2019/01/17	0
S	STUDENTE	12	00139	PASSCARD	RMB-D1	2018/01/24	2019/01/24	0
S	STUDENTE	12	00139	PASSCARD	RMB-D1	2018/01/25	2019/01/25	0
S	STUDENTE	12	00141	YOUNGCARD	RMB-D1	2018/01/03	2019/01/03	0
S	STUDENTE	12	00141	PASSCARD	RMB-D1	2018/01/17	2019/01/17	5
S	STUDENTE	12	00141	PASSCARD	RMB-D1	2018/01/23	2019/01/23	0
S	STUDENTE	12	00142	PASSCARD	RMB-A3	2018/01/03	2019/01/03	5
S	STUDENTE	12	00143	PASSCARD	RMB-Q1	2018/01/04	2019/01/04	1
S	STUDENTE	12	00144	PASSCARD	RMB-N1	2018/01/25	2019/01/25	0
S	STUDENTE	12	00144	PASSCARD	RMB-N1	2018/01/03	2019/01/03	3
S	STUDENTE	12	00145	YOUNGCARD	RMB-A3	2018/01/03	2019/01/03	0
S	STUDENTE	12	00146	PASSCARD	RMB-M1	2018/01/10	2019/01/10	1
S	STUDENTE	12	00146	PASSCARD	RMB-Q1	2018/01/04	2019/01/04	0
S	STUDENTE	12	00146	PASSCARD	RMB-Q1	2018/01/03	2019/01/03	1
S	STUDENTE	12	00146	PASSCARD	RMB-Q1	2018/01/04	2019/01/04	0
S	STUDENTE	12	00148	PASSCARD	RMB-Q2	2018/01/27	2019/01/27	1
S	STUDENTE	12	00148	PASSCARD	RMB-Q2	2018/01/25	2019/01/25	1
S	STUDENTE	12	00148	PASSCARD	RMB-Q2	2018/01/02	2019/01/02	3
S	STUDENTE	12	00148	PASSCARD	RMB-Q2	2018/01/11	2019/01/11	0
S	STUDENTE	12	00148	PASSCARD	RMB-Q2	2018/01/03	2019/01/03	2
S	STUDENTE	12	00148	YOUNGCARD	RMB-Q2	2018/01/16	2019/01/16	2
S	STUDENTE	12	00148	YOUNGCARD	RMB-Q2	2018/01/04	2019/01/04	0
S	STUDENTE	12	00152	PASSCARD	RMB-R1	2018/01/04	2019/01/04	2
S	STUDENTE	12	00154	PASSCARD	RMB-A3	2018/01/13	2019/01/13	0
S	STUDENTE	12	00156	PASSCARD	RMB-E1	2018/01/04	2019/01/04	2
S	STUDENTE	12	00162	YOUNGCARD	RMB-B1	2018/01/26	2019/01/26	0
S	STUDENTE	12	00163	PASSCARD	RMB-R3	2018/01/30	2019/01/30	1
S	STUDENTE	12	00165	PASSCARD	RMB-BR	2018/01/23	2019/01/23	0
S	STUDENTE	12	00165	PASSCARD	RMB-Q2	2018/01/03	2019/01/03	1
S	STUDENTE	12	00165	GOLDCARD	RMB-T2	2018/01/11	2019/01/11	27
S	STUDENTE	12	00166	PASSCARD	RMB-T2	2018/01/25	2019/01/25	0
S	STUDENTE	12	00166	PASSCARD	RMB-T2	2018/01/30	2019/01/30	0
S	STUDENTE	12	00167	PASSCARD	RMB-U2	2018/01/27	2019/01/27	0
S	STUDENTE	12	00167	PASSCARD	RMB-U1	2018/01/02	2019/01/02	1
S	STUDENTE	12	00168	PASSCARD	RMB-T2	2018/01/17	2019/01/17	2
S	STUDENTE	12	00168	PASSCARD	RMB-U1	2018/01/24	2019/01/24	1
S	STUDENTE	12	00168	PASSCARD	RMB-U1	2018/01/10	2019/01/10	6
S	STUDENTE	12	00168	PASSCARD	RMB-U1	2018/01/20	2019/01/20	0
S	STUDENTE	12	00168	PASSCARD	RMB-T2	2018/01/30	2019/01/30	0
S	STUDENTE	12	00168	PASSCARD	RMB-U1	2018/01/08	2019/01/08	7
S	STUDENTE	12	00168	PASSCARD	RMB-B1	2018/01/26	2019/01/26	1
S	STUDENTE	12	00169	PASSCARD	RMB-H1	2018/01/25	2019/01/25	0
S	STUDENTE	12	00169	PASSCARD	RMB-H1	2018/01/02	2019/01/02	1
S	STUDENTE	12	00172	PASSCARD	RMB-G1	2018/01/23	2019/01/23	10
S	STUDENTE	12	00173	PASSCARD	RMB-L3	2018/01/16	2019/01/16	1
S	STUDENTE	12	00173	PASSCARD	RMB-L1	2018/01/04	2019/01/04	0
S	STUDENTE	12	00173	PASSCARD	RMB-L3	2018/01/30	2019/01/30	0
S	STUDENTE	12	00176	PASSCARD	RMB-F1	2018/01/27	2019/01/27	1
S	STUDENTE	12	00176	PASSCARD	RMB-I1	2018/01/09	2019/01/09	0
S	STUDENTE	12	00177	PASSCARD	RMB-F2	2018/01/08	2019/01/08	0
S	STUDENTE	12	00177	PASSCARD	RMB-F2	2018/01/20	2019/01/20	0
S	STUDENTE	12	00177	PASSCARD	RMB-F2	2018/01/15	2019/01/15	1
S	STUDENTE	12	00177	PASSCARD	RMB-F2	2018/01/20	2019/01/20	1
S	STUDENTE	12	00178	PASSCARD	RMB-L3	2018/01/16	2019/01/16	0
S	STUDENTE	12	00179	PASSCARD	RMB-I1	2018/01/10	2019/01/10	0
S	STUDENTE	12	00182	PASSCARD	RMB-I1	2018/01/22	2019/01/22	0
S	STUDENTE	12	00183	PASSCARD	RMB-I1	2018/01/03	2019/01/03	3
S	STUDENTE	12	00183	PASSCARD	RMB-I1	2018/01/16	2019/01/16	0
S	STUDENTE	12	00184	GRAYOUCARD	RMB-G2	2018/01/01	2019/01/01	0
S	STUDENTE	12	00185	GRAYOUCARD	RMB-BR	2018/01/01	2019/01/01	11
S	STUDENTE	12	00185	PASSCARD	RMB-F1	2018/01/09	2019/01/09	0
S	STUDENTE	12	00186	YOUNGCARD	RMB-BR	2018/01/15	2019/01/15	0
S	STUDENTE	12	00187	PASSCARD	RMB-BR	2018/01/08	2019/01/08	0
S	STUDENTE	12	00188	PASSCARD	RMB-V1	2018/01/03	2019/01/03	2
S	STUDENTE	12	00188	PASSCARD	RMB-V1	2018/01/13	2019/01/13	21
S	STUDENTE	12	00195	PASSCARD	RMB-S1	2018/01/26	2019/01/26	0
S	STUDENTE	12	00195	PASSCARD	RMB-S1	2018/01/19	2019/01/19	0
S	STUDENTE	12	00195	YOUNGCARD	RMB-B3	2018/01/19	2019/01/19	8
S	STUDENTE	12	00196	PASSCARD	RMB-B3	2018/01/03	2019/01/03	0
S	STUDENTE	12	00199	PASSCARD	RMB-B1	2018/01/28	2019/01/28	1
S	STUDENTE	12	00199	PASSCARD	RMB-B3	2018/01/26	2019/01/26	0
S	STUDENTE	13		PASSCARD	RMB-M1	2018/01/09	2019/01/09	0
S	STUDENTE	13		YOUNGCARD	RMB-B1	2018/01/03	2019/01/03	3
S	STUDENTE	13		PASSCARD	RMB-T1	2018/01/29	2019/01/29	2
S	STUDENTE	13		YOUNGCARD	RMB-Q2	2018/01/04	2019/01/04	0
S	STUDENTE	13	00036	YOUNGCARD	RMB-BR	2018/01/29	2019/01/29	1
S	STUDENTE	13	00100	PASSCARD	RMB-D1	2018/01/04	2019/01/04	7
S	STUDENTE	13	00121	PASSCARD	RMB-O2	2018/01/26	2019/01/26	0
S	STUDENTE	13	00121	PASSCARD	RMB-O2	2018/01/17	2019/01/17	0
S	STUDENTE	13	00121	PASSCARD	RMB-O2	2018/01/13	2019/01/13	0
S	STUDENTE	13	00121	YOUNGCARD	RMB-O2	2018/01/19	2019/01/19	0
S	STUDENTE	13	00121	PASSCARD	RMB-O2	2018/01/02	2019/01/02	1
S	STUDENTE	13	00122	PASSCARD	RMB-O2	2018/01/12	2019/01/12	1
S	STUDENTE	13	00122	YOUNGCARD	RMB-O2	2018/01/16	2019/01/16	0
S	STUDENTE	13	00124	PASSCARD	RMB-O2	2018/01/08	2019/01/08	1
S	STUDENTE	13	00124	PASSCARD	RMB-O1	2018/01/31	2019/01/31	2
S	STUDENTE	13	00125	PASSCARD	RMB-O1	2018/01/08	2019/01/08	10
S	STUDENTE	13	00125	PASSCARD	RMB-O1	2018/01/02	2019/01/02	1
S	STUDENTE	13	00125	YOUNGCARD	RMB-O1	2018/01/23	2019/01/23	2
S	STUDENTE	13	00125	PASSCARD	RMB-O1	2018/01/04	2019/01/04	1
S	STUDENTE	13	00125	YOUNGCARD	RMB-O1	2018/01/08	2019/01/08	4
S	STUDENTE	13	00125	PASSCARD	RMB-O1	2018/01/18	2019/01/18	1
S	STUDENTE	13	00125	PASSCARD	RMB-O1	2018/01/16	2019/01/16	0
S	STUDENTE	13	00126	PASSCARD	RMB-O1	2018/01/02	2019/01/02	5
S	STUDENTE	13	00128	PASSCARD	RMB-N1	2018/01/18	2019/01/18	0
S	STUDENTE	13	00132	YOUNGCARD	RMB-H3	2018/01/03	2018/10/24	0
S	STUDENTE	13	00132	YOUNGCARD	RMB-H3	2018/01/26	2019/01/26	0
S	STUDENTE	13	00132	YOUNGCARD	RMB-H3	2018/01/22	2019/01/22	13
S	STUDENTE	13	00132	YOUNGCARD	RMB-H3	2018/01/21	2018/10/26	0
S	STUDENTE	13	00132	PASSCARD	RMB-H2	2018/01/19	2019/01/19	0
S	STUDENTE	13	00132	PASSCARD	RMB-H2	2018/01/19	2019/01/19	7
S	STUDENTE	13	00132	YOUNGCARD	RMB-H3	2018/01/03	2019/01/03	4
S	STUDENTE	13	00132	YOUNGCARD	RMB-H2	2018/01/13	2019/01/13	0
S	STUDENTE	13	00133	PASSCARD	RMB-H1	2018/01/12	2019/01/12	0
S	STUDENTE	13	00133	PASSCARD	RMB-H2	2018/01/19	2019/01/19	3
S	STUDENTE	13	00133	PASSCARD	RMB-H2	2018/01/19	2019/01/19	1
S	STUDENTE	13	00134	PASSCARD	RMB-N1	2018/01/04	2019/01/04	11
S	STUDENTE	13	00134	PASSCARD	RMB-N1	2018/01/20	2019/01/20	1
S	STUDENTE	13	00136	PASSCARD	RMB-BR	2018/01/05	2019/01/05	0
S	STUDENTE	13	00137	PASSCARD	RMB-D1	2018/01/11	2019/01/11	0
S	STUDENTE	13	00138	PASSCARD	RMB-D1	2018/01/12	2019/01/12	4
S	STUDENTE	13	00139	PASSCARD	RMB-D1	2018/01/22	2019/01/22	1
S	STUDENTE	13	00139	PASSCARD	RMB-D1	2018/01/10	2019/01/10	0
S	STUDENTE	13	00139	PASSCARD	RMB-D1	2018/01/30	2019/01/30	1
S	STUDENTE	13	00139	PASSCARD	RMB-D1	2018/01/22	2019/01/22	1
S	STUDENTE	13	00141	PASSCARD	RMB-D1	2018/01/26	2019/01/26	1
S	STUDENTE	13	00144	PASSCARD	RMB-N1	2018/01/10	2019/01/10	1
S	STUDENTE	13	00144	PASSCARD	RMB-N1	2018/01/04	2019/01/04	0
S	STUDENTE	13	00146	PASSCARD	RMB-Q1	2018/01/23	2019/01/23	2
S	STUDENTE	13	00146	PASSCARD	RMB-Q2	2018/01/25	2019/01/25	0
S	STUDENTE	13	00147	PASSCARD	RMB-BR	2018/01/22	2019/01/22	4
S	STUDENTE	13	00148	PASSCARD	RMB-T2	2018/01/17	2019/01/17	0
S	STUDENTE	13	00148	PASSCARD	RMB-Q2	2018/01/03	2018/03/03	0
S	STUDENTE	13	00148	PASSCARD	RMB-Q2	2018/01/17	2019/01/17	0
S	STUDENTE	13	00148	PASSCARD	RMB-Q2	2018/01/30	2019/01/30	0
S	STUDENTE	13	00148	PASSCARD	RMB-Q2	2018/01/10	2019/01/10	0
S	STUDENTE	13	00148	PASSCARD	RMB-Q2	2018/01/09	2019/01/09	0
S	STUDENTE	13	00148	PASSCARD	RMB-Q2	2018/01/02	2019/01/02	1
S	STUDENTE	13	00148	PASSCARD	RMB-Q2	2018/01/15	2019/01/15	0
S	STUDENTE	13	00148	PASSCARD	RMB-Q2	2018/01/08	2019/01/08	0
S	STUDENTE	13	00148	PASSCARD	RMB-Q2	2018/01/08	2019/01/08	0
S	STUDENTE	13	00148	PASSCARD	RMB-Q2	2018/01/12	2019/01/12	0
S	STUDENTE	13	00153	PASSCARD	RMB-A3	2018/01/02	2019/01/02	2
S	STUDENTE	13	00153	PASSCARD	RMB-BR	2018/01/30	2019/01/30	0
S	STUDENTE	13	00154	YOUNGCARD	RMB-M1	2018/01/04	2019/01/04	0
S	STUDENTE	13	00155	PASSCARD	RMB-E1	2018/01/03	2019/01/03	5
S	STUDENTE	13	00155	PASSCARD	RMB-E2	2018/01/24	2019/01/24	0
S	STUDENTE	13	00155	PASSCARD	RMB-G1	2018/01/03	2019/01/03	0
S	STUDENTE	13	00155	PASSCARD	RMB-G1	2018/01/01	2019/01/01	0
S	STUDENTE	13	00155	PASSCARD	RMB-G1	2018/01/02	2019/01/02	3
S	STUDENTE	13	00155	PASSCARD	RMB-E1	2018/01/13	2019/01/13	0
S	STUDENTE	13	00155	YOUNGCARD	RMB-Q2	2018/01/03	2019/01/03	3
S	STUDENTE	13	00155	PASSCARD	RMB-E1	2018/01/03	2019/01/03	1
S	STUDENTE	13	00155	PASSCARD	RMB-E2	2018/01/05	2019/01/05	1
S	STUDENTE	13	00155	PASSCARD	RMB-E2	2018/01/23	2019/01/23	0
S	STUDENTE	13	00156	PASSCARD	RMB-E1	2018/01/08	2019/01/08	0
S	STUDENTE	13	00159	PASSCARD	RMB-E1	2018/01/24	2019/01/24	0
S	STUDENTE	13	00159	YOUNGCARD	RMB-E1	2018/01/02	2019/01/02	0
S	STUDENTE	13	00163	PASSCARD	RMB-R2	2018/01/29	2019/01/29	2
S	STUDENTE	13	00163	PASSCARD	RMB-R2	2018/01/30	2018/06/30	0
S	STUDENTE	13	00163	PASSCARD	RMB-R2	2018/01/30	2018/06/30	0
S	STUDENTE	13	00163	PASSCARD	RMB-R2	2018/01/30	2018/06/30	0
