I	IMPIEGATO	57	00152	BIBLIOCARD	RMB-R3	2018/01/14	2019/01/14	0
I	IMPIEGATO	57	00153	PASSCARD	RMB-M1	2018/01/30	2019/01/30	5
I	IMPIEGATO	57	00154	PASSCARD	RMB-A3	2018/01/19	2019/01/19	0
I	IMPIEGATO	57	00155	PASSCARD	RMB-E1	2018/01/17	2019/01/17	1
I	IMPIEGATO	57	00155	BIBLIOCARD	RMB-E1	2018/01/03	2019/01/03	0
I	IMPIEGATO	57	00156	PASSCARD	RMB-D1	2018/01/24	2019/01/24	4
I	IMPIEGATO	57	00159	BIBLIOCARD	RMB-U1	2018/01/12	2019/01/12	5
I	IMPIEGATO	57	00161	GOLDCARD	RMB-R3	2018/01/14	2019/01/14	0
I	IMPIEGATO	57	00162	BIBLIOCARD	RMB-C1	2018/01/27	2019/01/27	0
I	IMPIEGATO	57	00163	PASSCARD	RMB-R2	2018/01/30	2019/01/30	1
I	IMPIEGATO	57	00163	PASSCARD	RMB-Q2	2018/01/25	2019/01/25	0
I	IMPIEGATO	57	00164	PASSCARD	RMB-B1	2018/01/10	2019/01/10	0
I	IMPIEGATO	57	00166	PASSCARD	RMB-T2	2018/01/22	2019/01/22	2
I	IMPIEGATO	57	00168	BIBLIOCARD	RMB-U1	2018/01/03	2019/01/03	6
I	IMPIEGATO	57	00168	BIBLIOCARD	RMB-U1	2018/01/15	2019/01/15	2
I	IMPIEGATO	57	00168	BIBLIOCARD	RMB-U1	2018/01/31	2019/01/31	0
I	IMPIEGATO	57	00168	PASSCARD	RMB-T2	2018/01/30	2019/01/30	0
I	IMPIEGATO	57	00169	BIBLIOCARD	RMB-A1	2018/01/10	2019/01/10	0
I	IMPIEGATO	57	00172	PASSCARD	RMB-G2	2018/01/19	2019/01/19	0
I	IMPIEGATO	57	00173	BIBLIOCARD	RMB-L1	2018/01/18	2019/01/18	3
I	IMPIEGATO	57	00173	PASSCARD	RMB-L1	2018/01/18	2019/01/18	1
I	IMPIEGATO	57	00176	BIBLIOCARD	RMB-F2	2018/01/08	2019/01/08	2
I	IMPIEGATO	57	00176	BIBLIOCARD	RMB-F1	2018/01/04	2019/01/04	0
I	IMPIEGATO	57	00188	BIBLIOCARD	RMB-V1	2018/01/23	2019/01/23	1
I	IMPIEGATO	57	00189	BIBLIOCARD	RMB-B3	2018/01/09	2019/01/09	4
I	IMPIEGATO	57	00192	BIBLIOCARD	RMB-B3	2018/01/08	2019/01/08	3
I	IMPIEGATO	57	00198	BIBLIOCARD	RMB-A1	2018/01/20	2019/01/20	1
I	IMPIEGATO	57	00199	PASSCARD	RMB-B1	2018/01/31	2019/01/31	0
I	IMPIEGATO	58		BIBLIOCARD	RMB-C1	2018/01/20	2019/01/20	0
I	IMPIEGATO	58		PASSCARD	RMB-U2	2018/01/12	2019/01/12	8
I	IMPIEGATO	58	00060	PASSCARD	RMB-V1	2018/01/23	2019/01/23	3
I	IMPIEGATO	58	00124	PASSCARD	RMB-O2	2018/01/31	2019/01/31	0
I	IMPIEGATO	58	00125	BIBLIOCARD	RMB-O1	2018/01/02	2019/01/02	4
I	IMPIEGATO	58	00125	PASSCARD	RMB-O1	2018/01/25	2019/01/25	0
I	IMPIEGATO	58	00126	PASSCARD	RMB-O2	2018/01/13	2019/01/13	0
I	IMPIEGATO	58	00126	PASSCARD	RMB-O1	2018/01/10	2019/01/10	1
I	IMPIEGATO	58	00133	PASSCARD	RMB-L1	2018/01/31	2019/01/31	1
I	IMPIEGATO	58	00134	BIBLIOCARD	RMB-N1	2018/01/26	2019/01/26	0
I	IMPIEGATO	58	00135	PASSCARD	RMB-T2	2018/01/31	2019/01/31	3
I	IMPIEGATO	58	00135	BIBLIOCARD	RMB-B3	2018/01/03	2019/01/03	3
I	IMPIEGATO	58	00137	BIBLIOCARD	RMB-D1	2018/01/17	2019/01/17	0
I	IMPIEGATO	58	00139	PASSCARD	RMB-I1	2018/01/10	2019/01/10	0
I	IMPIEGATO	58	00141	BIBLIOCARD	RMB-B1	2018/01/23	2019/01/23	0
I	IMPIEGATO	58	00142	PASSCARD	RMB-Q1	2018/01/27	2019/01/27	1
I	IMPIEGATO	58	00142	PASSCARD	RMB-N1	2018/01/15	2019/01/15	1
I	IMPIEGATO	58	00144	BIBLIOCARD	RMB-B3	2018/01/25	2019/01/25	5
I	IMPIEGATO	58	00146	PASSCARD	RMB-Q1	2018/01/02	2019/01/02	1
I	IMPIEGATO	58	00147	PASSCARD	RMB-M1	2018/01/30	2019/01/30	0
I	IMPIEGATO	58	00149	PASSCARD	RMB-M1	2018/01/16	2019/01/16	2
I	IMPIEGATO	58	00151	PASSCARD	RMB-R1	2018/01/17	2019/01/17	4
I	IMPIEGATO	58	00151	BIBLIOCARD	RMB-Q2	2018/01/22	2019/01/22	5
I	IMPIEGATO	58	00154	PASSCARD	RMB-Q1	2018/01/11	2019/01/11	1
I	IMPIEGATO	58	00154	BIBLIOCARD	RMB-A3	2018/01/23	2019/01/23	1
I	IMPIEGATO	58	00155	PASSCARD	RMB-G2	2018/01/22	2019/01/22	0
I	IMPIEGATO	58	00159	PASSCARD	RMB-E1	2018/01/03	2019/01/03	0
I	IMPIEGATO	58	00161	PASSCARD	RMB-F1	2018/01/13	2019/01/13	0
I	IMPIEGATO	58	00163	PASSCARD	RMB-U1	2018/01/04	2019/01/04	1
I	IMPIEGATO	58	00164	PASSCARD	RMB-R2	2018/01/01	2019/01/01	0
I	IMPIEGATO	58	00166	PASSCARD	RMB-R2	2018/01/08	2019/01/08	6
I	IMPIEGATO	58	00166	PASSCARD	RMB-T2	2018/01/08	2019/01/08	0
I	IMPIEGATO	58	00167	BIBLIOCARD	RMB-T2	2018/01/30	2019/01/30	1
I	IMPIEGATO	58	00167	BIBLIOCARD	RMB-T2	2018/01/12	2019/01/12	0
I	IMPIEGATO	58	00168	BIBLIOCARD	RMB-U1	2018/01/23	2019/01/23	1
I	IMPIEGATO	58	00172	BIBLIOCARD	RMB-F2	2018/01/17	2019/01/17	2
I	IMPIEGATO	58	00176	BIBLIOCARD	RMB-F1	2018/01/30	2019/01/30	6
I	IMPIEGATO	58	00176	PASSCARD	RMB-F1	2018/01/18	2019/01/18	3
I	IMPIEGATO	58	00177	PASSCARD	RMB-F2	2018/01/08	2019/01/08	1
I	IMPIEGATO	58	00185	BIBLIOCARD	RMB-F1	2018/01/12	2019/01/12	8
I	IMPIEGATO	58	00185	BIBLIOCARD	RMB-M1	2018/01/19	2019/01/19	0
I	IMPIEGATO	58	00189	BIBLIOCARD	RMB-V1	2018/01/27	2019/01/27	1
I	IMPIEGATO	58	00199	BIBLIOCARD	RMB-A1	2018/01/31	2019/01/31	0
I	IMPIEGATO	58	04012	PASSCARD	RMB-BR	2018/01/04	2019/01/04	0
I	IMPIEGATO	59		PASSCARD	RMB-O2	2018/01/19	2019/01/19	0
I	IMPIEGATO	59		PASSCARD	RMB-R1	2018/01/31	2019/01/31	6
I	IMPIEGATO	59		PASSCARD	RMB-O2	2018/01/04	2019/01/04	1
I	IMPIEGATO	59		BIBLIOCARD	RMB-Q1	2018/01/30	2019/01/30	1
I	IMPIEGATO	59	00040	BIBLIOCARD	RMB-L1	2018/01/12	2019/01/12	0
I	IMPIEGATO	59	00055	BIBLIOCARD	RMB-M1	2018/01/17	2019/01/17	42
I	IMPIEGATO	59	00122	GRATISCARD	RMB-O2	2018/01/11	2019/01/11	1
I	IMPIEGATO	59	00122	BIBLIOCARD	RMB-O2	2018/01/20	2019/01/20	7
I	IMPIEGATO	59	00128	PASSCARD	RMB-N1	2018/01/02	2019/01/02	2
I	IMPIEGATO	59	00128	BIBLIOCARD	RMB-N1	2018/01/26	2019/01/26	1
I	IMPIEGATO	59	00131	BIBLIOCARD	RMB-D1	2018/01/17	2019/01/17	6
I	IMPIEGATO	59	00136	BIBLIOCARD	RMB-T1	2018/01/22	2019/01/22	4
I	IMPIEGATO	59	00136	BIBLIOCARD	RMB-T1	2018/01/05	2019/01/05	7
I	IMPIEGATO	59	00139	BIBLIOCARD	RMB-D1	2018/01/20	2019/01/20	0
I	IMPIEGATO	59	00139	PASSCARD	RMB-D1	2018/01/18	2019/01/18	1
I	IMPIEGATO	59	00141	BIBLIOCARD	RMB-B3	2018/01/11	2019/01/11	10
I	IMPIEGATO	59	00146	PASSCARD	RMB-Q1	2018/01/27	2019/01/27	0
I	IMPIEGATO	59	00146	PASSCARD	RMB-Q1	2018/01/02	2019/01/02	0
I	IMPIEGATO	59	00148	GRATISCARD	RMB-Q2	2018/01/09	2019/01/09	8
I	IMPIEGATO	59	00149	BIBLIOCARD	RMB-Q1	2018/01/31	2019/01/31	12
I	IMPIEGATO	59	00151	PASSCARD	RMB-A3	2018/01/22	2019/01/22	1
I	IMPIEGATO	59	00152	BIBLIOCARD	RMB-L1	2018/01/19	2019/01/19	0
I	IMPIEGATO	59	00155	BIBLIOCARD	RMB-E2	2018/01/23	2019/01/23	0
I	IMPIEGATO	59	00155	PASSCARD	RMB-G1	2018/01/30	2019/01/30	0
I	IMPIEGATO	59	00156	BIBLIOCARD	RMB-E2	2018/01/13	2019/01/13	0
I	IMPIEGATO	59	00157	BIBLIOCARD	RMB-E1	2018/01/04	2019/01/04	2
I	IMPIEGATO	59	00159	PASSCARD	RMB-C1	2018/01/20	2019/01/20	0
I	IMPIEGATO	59	00163	BIBLIOCARD	RMB-R2	2018/01/03	2019/01/03	4
I	IMPIEGATO	59	00163	PASSCARD	RMB-T1	2018/01/20	2019/01/20	1
I	IMPIEGATO	59	00167	PASSCARD	RMB-T1	2018/01/13	2019/01/13	0
I	IMPIEGATO	59	00168	BIBLIOCARD	RMB-U1	2018/01/20	2019/01/20	1
I	IMPIEGATO	59	00168	PASSCARD	RMB-U1	2018/01/08	2019/01/08	3
I	IMPIEGATO	59	00169	GRATISCARD	RMB-H1	2018/01/11	2019/01/11	0
I	IMPIEGATO	59	00172	PASSCARD	RMB-G1	2018/01/26	2019/01/26	2
I	IMPIEGATO	59	00173	PASSCARD	RMB-L1	2018/01/21	2019/01/21	0
I	IMPIEGATO	59	00175	PASSCARD	RMB-H1	2018/01/05	2019/01/05	6
I	IMPIEGATO	59	00183	BIBLIOCARD	RMB-I1	2018/01/31	2019/01/31	6
I	IMPIEGATO	59	00183	PASSCARD	RMB-I1	2018/01/03	2019/01/03	0
I	IMPIEGATO	59	00184	BIBLIOCARD	RMB-A3	2018/01/23	2019/01/23	0
I	IMPIEGATO	59	00185	PASSCARD	RMB-C1	2018/01/25	2019/01/25	1
I	IMPIEGATO	59	00192	PASSCARD	RMB-S1	2018/01/25	2019/01/25	3
I	IMPIEGATO	59	00195	PASSCARD	RMB-S1	2018/01/17	2019/01/17	2
I	IMPIEGATO	59	00195	BIBLIOCARD	RMB-S1	2018/01/04	2019/01/04	4
I	IMPIEGATO	59	00198	BIBLIOCARD	RMB-B1	2018/01/25	2019/01/25	0
I	IMPIEGATO	59	00199	PASSCARD	RMB-B1	2018/01/12	2019/01/12	0
I	IMPIEGATO	60		BIBLIOCARD	RMB-M1	2018/01/05	2019/01/05	2
I	IMPIEGATO	60		BIBLIOCARD	RMB-A3	2018/01/27	2019/01/27	0
I	IMPIEGATO	60		PASSCARD	RMB-F2	2018/01/25	2019/01/25	3
I	IMPIEGATO	60	00036	PASSCARD	RMB-D1	2018/01/10	2019/01/10	2
I	IMPIEGATO	60	00121	GRATISCARD	RMB-O2	2018/01/05	2019/01/05	4
I	IMPIEGATO	60	00121	PASSCARD	RMB-O2	2018/01/05	2019/01/05	4
I	IMPIEGATO	60	00128	BIBLIOCARD	RMB-N1	2018/01/17	2019/01/17	1
I	IMPIEGATO	60	00128	BIBLIOCARD	RMB-N1	2018/01/17	2019/01/17	2
I	IMPIEGATO	60	00134	PASSCARD	RMB-H2	2018/01/29	2019/01/29	1
I	IMPIEGATO	60	00139	BIBLIOCARD	RMB-B1	2018/01/23	2019/01/23	0
I	IMPIEGATO	60	00141	PASSCARD	RMB-B1	2018/01/12	2019/01/12	0
I	IMPIEGATO	60	00142	BIBLIOCARD	RMB-A3	2018/01/05	2019/01/05	1
I	IMPIEGATO	60	00145	BIBLIOCARD	RMB-Q1	2018/01/31	2019/01/31	2
I	IMPIEGATO	60	00146	PASSCARD	RMB-Q1	2018/01/01	2019/01/01	0
I	IMPIEGATO	60	00148	BIBLIOCARD	RMB-Q2	2018/01/19	2019/01/19	0
I	IMPIEGATO	60	00149	PASSCARD	RMB-R1	2018/01/29	2019/01/29	8
I	IMPIEGATO	60	00152	BIBLIOCARD	RMB-R1	2018/01/08	2019/01/08	2
I	IMPIEGATO	60	00152	BIBLIOCARD	RMB-U1	2018/01/12	2019/01/12	0
I	IMPIEGATO	60	00153	PASSCARD	RMB-M1	2018/01/02	2019/01/02	0
I	IMPIEGATO	60	00155	PASSCARD	RMB-E1	2018/01/24	2019/01/24	0
I	IMPIEGATO	60	00155	PASSCARD	RMB-E1	2018/01/26	2019/01/26	2
I	IMPIEGATO	60	00155	GRATISCARD	RMB-G1	2018/01/15	2018/08/29	0
I	IMPIEGATO	60	00167	BIBLIOCARD	RMB-U1	2018/01/26	2019/01/26	1
I	IMPIEGATO	60	00167	BIBLIOCARD	RMB-U1	2018/01/26	2019/01/26	0
I	IMPIEGATO	60	00167	BIBLIOCARD	RMB-T1	2018/01/15	2019/01/15	0
I	IMPIEGATO	60	00168	GRATISCARD	RMB-Q1	2018/01/30	2019/01/30	1
I	IMPIEGATO	60	00175	BIBLIOCARD	RMB-L1	2018/01/03	2019/01/03	0
I	IMPIEGATO	60	00175	BIBLIOCARD	RMB-I1	2018/01/12	2019/01/12	0
I	IMPIEGATO	60	00177	PASSCARD	RMB-F2	2018/01/05	2019/01/05	2
I	IMPIEGATO	60	00179	PASSCARD	RMB-I1	2018/01/05	2019/01/05	3
I	IMPIEGATO	60	00184	PASSCARD	RMB-G2	2018/01/20	2019/01/20	0
I	IMPIEGATO	60	00195	BIBLIOCARD	RMB-B3	2018/01/31	2018/02/09	2
I	IMPIEGATO	60	00195	PASSCARD	RMB-S1	2018/01/04	2019/01/04	0
I	IMPIEGATO	60	00195	BIBLIOCARD	RMB-S1	2018/01/23	2019/01/23	0
I	IMPIEGATO	60	00199	BIBLIOCARD	RMB-B1	2018/01/13	2019/01/13	4
I	IMPIEGATO	61		PASSCARD	RMB-O2	2018/01/29	2019/01/29	2
I	IMPIEGATO	61	00044	PASSCARD	RMB-H2	2018/01/09	2019/01/09	1
I	IMPIEGATO	61	00100	BIBLIOCARD	RMB-Q1	2018/01/04	2019/01/04	0
I	IMPIEGATO	61	00124	BIBLIOCARD	RMB-O1	2018/01/29	2019/01/29	2
I	IMPIEGATO	61	00131	PASSCARD	RMB-O2	2018/01/27	2019/01/27	0
I	IMPIEGATO	61	00135	BIBLIOCARD	RMB-BR	2018/01/04	2019/01/04	0
I	IMPIEGATO	61	00139	BIBLIOCARD	RMB-D1	2018/01/04	2019/01/04	1
I	IMPIEGATO	61	00141	BIBLIOCARD	RMB-E1	2018/01/16	2019/01/16	1
I	IMPIEGATO	61	00144	GRATISCARD	RMB-O1	2018/01/23	2019/01/23	1
I	IMPIEGATO	61	00149	BIBLIOCARD	RMB-Q1	2018/01/19	2019/01/19	6
I	IMPIEGATO	61	00152	PASSCARD	RMB-BR	2018/01/03	2019/01/03	2
I	IMPIEGATO	61	00152	BIBLIOCARD	RMB-R2	2018/01/23	2019/01/23	0
I	IMPIEGATO	61	00153	GRATISCARD	RMB-BR	2018/01/16	2019/01/16	1
I	IMPIEGATO	61	00153	BIBLIOCARD	RMB-A1	2018/01/23	2019/01/23	5
I	IMPIEGATO	61	00155	BIBLIOCARD	RMB-E1	2018/01/13	2019/01/13	3
I	IMPIEGATO	61	00155	PASSCARD	RMB-E1	2018/01/30	2019/01/30	1
I	IMPIEGATO	61	00161	BIBLIOCARD	RMB-A1	2018/01/16	2019/01/16	2
I	IMPIEGATO	61	00165	BIBLIOCARD	RMB-T1	2018/01/04	2019/01/04	1
I	IMPIEGATO	61	00167	BIBLIOCARD	RMB-T2	2018/01/18	2019/01/18	1
I	IMPIEGATO	61	00168	PASSCARD	RMB-U1	2018/01/26	2019/01/26	0
I	IMPIEGATO	61	00171	BIBLIOCARD	RMB-F2	2018/01/03	2019/01/03	4
I	IMPIEGATO	61	00171	BIBLIOCARD	RMB-G2	2018/01/20	2019/01/20	0
I	IMPIEGATO	61	00173	BIBLIOCARD	RMB-L1	2018/01/29	2019/01/29	0
I	IMPIEGATO	61	00173	PASSCARD	RMB-L1	2018/01/16	2019/01/16	15
I	IMPIEGATO	61	00176	PASSCARD	RMB-F1	2018/01/03	2019/01/03	3
I	IMPIEGATO	61	00179	BIBLIOCARD	RMB-I1	2018/01/31	2019/01/31	0
I	IMPIEGATO	61	00179	BIBLIOCARD	RMB-I1	2018/01/09	2019/01/09	10
I	IMPIEGATO	61	00182	BIBLIOCARD	RMB-I1	2018/01/18	2019/01/18	6
I	IMPIEGATO	62		BIBLIOCARD	RMB-O2	2018/01/12	2019/01/12	1
I	IMPIEGATO	62		PASSCARD	RMB-R1	2018/01/29	2019/01/29	9
I	IMPIEGATO	62		PASSCARD	RMB-E1	2018/01/26	2019/01/26	0
I	IMPIEGATO	62	00015	BIBLIOCARD	RMB-E2	2018/01/23	2019/01/23	0
I	IMPIEGATO	62	00121	BIBLIOCARD	RMB-O2	2018/01/31	2019/01/31	0
I	IMPIEGATO	62	00122	PASSCARD	RMB-O2	2018/01/23	2019/01/23	5
I	IMPIEGATO	62	00125	PASSCARD	RMB-O1	2018/01/19	2019/01/19	2
I	IMPIEGATO	62	00125	PASSCARD	RMB-O1	2018/01/26	2019/01/26	0
I	IMPIEGATO	62	00126	PASSCARD	RMB-O1	2018/01/25	2018/02/09	0
I	IMPIEGATO	62	00128	BIBLIOCARD	RMB-N1	2018/01/17	2019/01/17	8
I	IMPIEGATO	62	00131	BIBLIOCARD	RMB-M1	2018/01/19	2019/01/19	0
I	IMPIEGATO	62	00133	BIBLIOCARD	RMB-N1	2018/01/31	2019/01/31	0
I	IMPIEGATO	62	00133	PASSCARD	RMB-H2	2018/01/05	2019/01/05	1
I	IMPIEGATO	62	00136	PASSCARD	RMB-S1	2018/01/31	2019/01/31	0
I	IMPIEGATO	62	00139	BIBLIOCARD	RMB-D1	2018/01/30	2019/01/30	7
I	IMPIEGATO	62	00144	BIBLIOCARD	RMB-BR	2018/01/04	2019/01/04	0
I	IMPIEGATO	62	00154	BIBLIOCARD	RMB-D1	2018/01/25	2019/01/25	6
I	IMPIEGATO	62	00155	PASSCARD	RMB-F2	2018/01/08	2019/01/08	3
I	IMPIEGATO	62	00159	PASSCARD	RMB-E1	2018/01/30	2019/01/30	0
I	IMPIEGATO	62	00163	BIBLIOCARD	RMB-Q2	2018/01/23	2019/01/23	0
I	IMPIEGATO	62	00166	GOLDCARD	RMB-T2	2018/01/08	2019/01/08	0
I	IMPIEGATO	62	00167	BIBLIOCARD	RMB-U2	2018/01/30	2019/01/30	0
I	IMPIEGATO	62	00168	BIBLIOCARD	RMB-T2	2018/01/17	2019/01/17	0
I	IMPIEGATO	62	00168	GRATISCARD	RMB-U1	2018/01/23	2019/01/23	0
I	IMPIEGATO	62	00176	GRATISCARD	RMB-G1	2018/01/10	2019/01/10	6
I	IMPIEGATO	62	00179	BIBLIOCARD	RMB-I1	2018/01/04	2019/01/04	0
I	IMPIEGATO	62	00179	BIBLIOCARD	RMB-A3	2018/01/26	2019/01/26	5
I	IMPIEGATO	62	00181	BIBLIOCARD	RMB-I1	2018/01/17	2019/01/17	0
I	IMPIEGATO	62	00183	BIBLIOCARD	RMB-I1	2018/01/10	2019/01/10	7
I	IMPIEGATO	62	00185	BIBLIOCARD	RMB-C1	2018/01/10	2019/01/10	0
I	IMPIEGATO	62	00189	BIBLIOCARD	RMB-B3	2018/01/13	2019/01/13	6
I	IMPIEGATO	62	00195	BIBLIOCARD	RMB-S1	2018/01/18	2019/01/18	0
I	IMPIEGATO	62	00196	BIBLIOCARD	RMB-B3	2018/01/17	2019/01/17	1
I	IMPIEGATO	62	00196	GRATISCARD	RMB-U2	2018/01/17	2019/01/17	10
I	IMPIEGATO	62	01030	PASSCARD	RMB-G2	2018/01/10	2019/01/10	0
I	IMPIEGATO	63	00122	BIBLIOCARD	RMB-O2	2018/01/08	2019/01/08	6
I	IMPIEGATO	63	00124	PASSCARD	RMB-O1	2018/01/26	2019/01/26	5
I	IMPIEGATO	63	00125	BIBLIOCARD	RMB-O1	2018/01/29	2019/01/29	1
I	IMPIEGATO	63	00142	BIBLIOCARD	RMB-Q1	2018/01/03	2019/01/03	2
I	IMPIEGATO	63	00144	BIBLIOCARD	RMB-A3	2018/01/31	2019/01/31	0
I	IMPIEGATO	63	00145	BIBLIOCARD	RMB-M1	2018/01/11	2019/01/11	0
I	IMPIEGATO	63	00146	BIBLIOCARD	RMB-Q1	2018/01/30	2019/01/30	0
I	IMPIEGATO	63	00146	GRATISCARD	RMB-Q1	2018/01/24	2019/01/24	0
I	IMPIEGATO	63	00149	BIBLIOCARD	RMB-Q1	2018/01/04	2019/01/04	4
I	IMPIEGATO	63	00153	BIBLIOCARD	RMB-A3	2018/01/15	2019/01/15	9
I	IMPIEGATO	63	00154	BIBLIOCARD	RMB-A3	2018/01/09	2019/01/09	3
I	IMPIEGATO	63	00155	PASSCARD	RMB-G1	2018/01/08	2019/01/08	14
I	IMPIEGATO	63	00155	BIBLIOCARD	RMB-E1	2018/01/25	2019/01/25	0
I	IMPIEGATO	63	00159	BIBLIOCARD	RMB-E1	2018/01/24	2019/01/24	2
I	IMPIEGATO	63	00161	BIBLIOCARD	RMB-A1	2018/01/29	2019/01/29	2
I	IMPIEGATO	63	00163	PASSCARD	RMB-R2	2018/01/22	2019/01/22	2
I	IMPIEGATO	63	00163	PASSCARD	RMB-R2	2018/01/23	2019/01/23	1
I	IMPIEGATO	63	00166	BIBLIOCARD	RMB-T2	2018/01/30	2019/01/30	5
I	IMPIEGATO	63	00168	BIBLIOCARD	RMB-U1	2018/01/31	2019/01/31	0
I	IMPIEGATO	63	00171	PASSCARD	RMB-G2	2018/01/18	2019/01/18	9
I	IMPIEGATO	63	00175	PASSCARD	RMB-H1	2018/01/18	2019/01/18	1
I	IMPIEGATO	63	00183	PASSCARD	RMB-I1	2018/01/29	2019/01/29	0
I	IMPIEGATO	63	00183	PASSCARD	RMB-I1	2018/01/31	2019/01/31	0
I	IMPIEGATO	63	00184	BIBLIOCARD	RMB-M1	2018/01/09	2019/01/09	1
I	IMPIEGATO	63	00185	BIBLIOCARD	RMB-E2	2018/01/16	2019/01/16	0
I	IMPIEGATO	63	00185	BIBLIOCARD	RMB-I1	2018/01/29	2019/01/29	3
I	IMPIEGATO	63	04019	BIBLIOCARD	RMB-I1	2018/01/23	2019/01/23	0
I	IMPIEGATO	64		BIBLIOCARD	RMB-U2	2018/01/24	2019/01/24	18
I	IMPIEGATO	64		BIBLIOCARD	RMB-R1	2018/01/05	2019/01/05	1
I	IMPIEGATO	64	00040	BIBLIOCARD	RMB-A3	2018/01/15	2019/01/15	4
I	IMPIEGATO	64	00121	BIBLIOCARD	RMB-O2	2018/01/12	2019/01/12	0
I	IMPIEGATO	64	00125	BIBLIOCARD	RMB-O1	2018/01/18	2019/01/18	1
I	IMPIEGATO	64	00125	PASSCARD	RMB-O1	2018/01/02	2019/01/02	0
I	IMPIEGATO	64	00131	BIBLIOCARD	RMB-E2	2018/01/19	2019/01/19	0
I	IMPIEGATO	64	00135	PASSCARD	RMB-U1	2018/01/30	2019/01/30	6
I	IMPIEGATO	64	00137	BIBLIOCARD	RMB-D1	2018/01/18	2019/01/18	0
I	IMPIEGATO	64	00139	BIBLIOCARD	RMB-D1	2018/01/12	2019/01/12	1
I	IMPIEGATO	64	00141	GRATISCARD	RMB-B1	2018/01/17	2019/01/17	4
I	IMPIEGATO	64	00144	BIBLIOCARD	RMB-O2	2018/01/19	2019/01/19	2
I	IMPIEGATO	64	00149	PASSCARD	RMB-R2	2018/01/18	2019/01/18	0
I	IMPIEGATO	64	00151	BIBLIOCARD	RMB-R1	2018/01/17	2019/01/17	2
I	IMPIEGATO	64	00151	PASSCARD	RMB-R1	2018/01/12	2019/01/12	2
I	IMPIEGATO	64	00152	BIBLIOCARD	RMB-Q2	2018/01/08	2019/01/08	0
I	IMPIEGATO	64	00153	BIBLIOCARD	RMB-BR	2018/01/30	2019/01/30	0
I	IMPIEGATO	64	00155	BIBLIOCARD	RMB-E1	2018/01/05	2019/01/05	13
I	IMPIEGATO	64	00155	BIBLIOCARD	RMB-G1	2018/01/12	2019/01/12	0
I	IMPIEGATO	64	00157	PASSCARD	RMB-C1	2018/01/11	2019/01/11	0
I	IMPIEGATO	64	00159	BIBLIOCARD	RMB-E2	2018/01/16	2019/01/16	1
I	IMPIEGATO	64	00163	BIBLIOCARD	RMB-Q2	2018/01/23	2019/01/23	0
I	IMPIEGATO	64	00164	BIBLIOCARD	RMB-T2	2018/01/17	2019/01/17	1
I	IMPIEGATO	64	00166	BIBLIOCARD	RMB-T2	2018/01/18	2019/01/18	0
I	IMPIEGATO	64	00166	PASSCARD	RMB-U1	2018/01/27	2019/01/27	4
I	IMPIEGATO	64	00168	BIBLIOCARD	RMB-U1	2018/01/18	2019/01/18	3
I	IMPIEGATO	64	00172	BIBLIOCARD	RMB-G2	2018/01/16	2019/01/16	5
I	IMPIEGATO	64	00175	PASSCARD	RMB-H1	2018/01/02	2019/01/02	5
I	IMPIEGATO	64	00176	BIBLIOCARD	RMB-C1	2018/01/20	2019/01/20	0
I	IMPIEGATO	64	00182	PASSCARD	RMB-F1	2018/01/24	2019/01/24	0
I	IMPIEGATO	64	00185	BIBLIOCARD	RMB-C1	2018/01/17	2019/01/17	0
I	IMPIEGATO	64	00191	PASSCARD	RMB-B3	2018/01/16	2019/01/16	0
I	IMPIEGATO	64	00192	BIBLIOCARD	RMB-S1	2018/01/17	2019/01/17	1
I	IMPIEGATO	65		PASSCARD	RMB-G1	2018/01/11	2019/01/11	10
I	IMPIEGATO	65		PASSCARD	RMB-N1	2018/01/09	2019/01/09	1
I	IMPIEGATO	65		BIBLIOCARD	RMB-Q1	2018/01/11	2018/02/11	0
I	IMPIEGATO	65		BIBLIOCARD	RMB-A1	2018/01/19	2019/01/19	2
I	IMPIEGATO	65	00030	BIBLIOCARD	RMB-H3	2018/01/29	2019/01/29	2
I	IMPIEGATO	65	00127	PASSCARD	RMB-N1	2018/01/15	2019/01/15	0
I	IMPIEGATO	65	00128	PASSCARD	RMB-N1	2018/01/09	2019/01/09	2
I	IMPIEGATO	65	00143	BIBLIOCARD	RMB-N1	2018/01/26	2019/01/26	0
I	IMPIEGATO	65	00151	BIBLIOCARD	RMB-R1	2018/01/17	2019/01/17	3
I	IMPIEGATO	65	00151	BIBLIOCARD	RMB-R1	2018/01/29	2019/01/29	1
I	IMPIEGATO	65	00151	PASSCARD	RMB-R1	2018/01/02	2019/01/02	3
I	IMPIEGATO	65	00153	GRATISCARD	RMB-A3	2018/01/08	2018/12/28	0
I	IMPIEGATO	65	00155	PASSCARD	RMB-E1	2018/01/09	2019/01/09	1
I	IMPIEGATO	65	00155	PASSCARD	RMB-E1	2018/01/03	2019/01/03	3
I	IMPIEGATO	65	00157	PASSCARD	RMB-F2	2018/01/29	2019/01/29	2
I	IMPIEGATO	65	00159	PASSCARD	RMB-E1	2018/01/12	2019/01/12	3
I	IMPIEGATO	65	00165	GRATISCARD	RMB-L3	2018/01/12	2019/01/12	0
I	IMPIEGATO	65	00166	PASSCARD	RMB-T2	2018/01/20	2019/01/20	5
I	IMPIEGATO	65	00166	BIBLIOCARD	RMB-T2	2018/01/31	2019/01/31	1
