Condominio;CAP;Provincia;Comune;Municipio;Nazione;Tipo intervento;Num. Int. Larvcida;Num. Int. Adulticida;In. Int. Larvicida;Fine Int. Larvicida;In. Int. Adulticida;Fine Int. Adulticida;Freq. Int. Larvicida;Freq. Int. Adulticida;Adulticida;Adicip;Amplat;Aquacyp;Aquakhotrine;Aquapy;Bifemite;Bio-Amplat;Bio Revanol;Boxtar;Cipekill EC;Cipertrin T;Ciperwall;Cipex 10E;Crackdown Rapid;Cymina Plus;Cymina Ultra Tec;Cyperbase;Deadyna;Decapy flow;Deltabios;Deltacid 25P;Deltakill flow;Deltasect;Delta Super;Deltrin flow;Ekoset;Etocinque;Exit 100;Fendona;Fenthrin;Garban;K-othrine AL;K othrine flow 25;Microsin;Microthrin;Nexa;Nurelle;Permebase;Permeplus;Permesol;Permex 22E;Pertrin L;Pertrin S;Piretrum micro;Pluricid;Romal 65;Rothryn 200;Rothryn 50;Sintores;Solfac;Tator;Tetracip Zapi;Tetraperm ABD;Veloxidin;Wacip 1000;Zamho;Larvicida;Aedex;Altogran;Aqua-larv;Aquatain;Baycidal WP 25;Device TB2;Diflox cpr.;Diflox flow.;DuDim SC15;DuDim TB2;Flubex;Green Larv;Juvenox sc 15;Larvistop;No-Larv;Porter;Proxilar com.;Roltab;Sandokan 7335;Skeetal;Sumilarv;Vectobac DT;Vectobac G;Vectobac 12 AS;Vectomax;Toolex;;Cipermetrina (adulticida);Tetrametrina (adulticida);Diflubenzuron (Larvicida);Pyriproxyfen (Larvicida);Non Specificato
Via S. Pantaleo Campano 36/44;00149;RM;Roma;11;Italia;Larvicida;;;mag-16;set-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
Via Trionfale 5697;00136;RM;Roma;14;Italia;Larvicida e Adulticida;;;apr-16;lug-16;apr-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Vezio Crisafulli 116/118;00166;RM;Roma;13;Italia;Larvicida e Adulticida;;;apr-16;lug-16;apr-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Vezio Crisafulli 141/143;00166;RM;Roma;13;Italia;Larvicida e Adulticida;;;apr-16;lug-16;apr-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Vezio Crisafulli 37/39;00166;RM;Roma;13;Italia;Larvicida e Adulticida;;;apr-16;lug-16;apr-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Francesco Schupfer 77;00167;RM;Roma;13;Italia;Larvicida e Adulticida;;;apr-16;lug-16;apr-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Giuseppe Rosaccio 49;00156;RM;Roma;4;Italia;Larvicida e Adulticida;;;giu-16;set-16;giu-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giuseppe Rosaccio 69/77;00156;RM;Roma;4;Italia;Larvicida e Adulticida;;;giu-16;set-16;giu-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giuseppe Rosaccio 97/103;00156;RM;Roma;4;Italia;Larvicida e Adulticida;;;giu-16;set-16;giu-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piazza Brennero 5;00141;RM;Roma;3;Italia;Adulticida;;;;;mag-16;nov-16;;2 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Brennero 12;00141;RM;Roma;3;Italia;Adulticida;;;;;mag-16;nov-16;;2 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Brennero 41;00141;RM;Roma;3;Italia;Adulticida;;;;;mag-16;nov-16;;2 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Tudaio 11;00141;RM;Roma;3;Italia;Adulticida;;;;;mag-16;nov-16;;2 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Tudaio 38;00141;RM;Roma;3;Italia;Adulticida;;;;;mag-16;nov-16;;2 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale Carnaro 14;00141;RM;Roma;3;Italia;Adulticida;;;;;mag-16;nov-16;;2 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale Carnaro 26;00141;RM;Roma;3;Italia;Adulticida;;;;;mag-16;nov-16;;2 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale Adriatico 2;00141;RM;Roma;3;Italia;Adulticida;;;;;mag-16;nov-16;;2 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Gennargentu 7;00141;RM;Roma;3;Italia;Adulticida;;;;;mag-16;nov-16;;2 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piazza Rocciamelone 11;00141;RM;Roma;3;Italia;Adulticida;;;;;mag-16;nov-16;;2 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Monte Senario 35;00141;RM;Roma;3;Italia;Adulticida;;;;;mag-16;nov-16;;2 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Mario Rapisardi 50;00137;RM;Roma;3;Italia;Adulticida;;;;;mag-16;nov-16;;2 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giovanni Fantoni 8;00139;RM;Roma;3;Italia;Adulticida;;;;;mag-16;nov-16;;2 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Col di Tenda 6;00141;RM;Roma;3;Italia;Adulticida;;;;;mag-16;nov-16;;2 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Todaio 1;00141;RM;Roma;3;Italia;Adulticida;;;;;mag-16;nov-16;;2 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Brennero 21;00141;RM;Roma;3;Italia;Adulticida;;;;;mag-16;nov-16;;2 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Zignago 30;00166;RM;Roma;13;Italia;Adulticida;;;mag-16;set-16;mag-16;set-16;3 settimane;3 settimane;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Garlenda 2/16;00168;RM;Roma;14;Italia;Adulticida;;;giu-16;set-16;giu-16;set-16;3 settimane;3 settimane;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Adelaide Ristori 18;00197;RM;Roma;2;Italia;Larvicida e Adulticida;;;giu-16;set-16;giu-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via del Pescaccio 45;00166;RM;Roma;12;Italia;Larvicida e Adulticida;;;giu-16;set-16;giu-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giacinta Pezzana 108;00197;RM;Roma;2;Italia;Larvicida e Adulticida;;;giu-16;set-16;giu-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giacinta Pezzana 80;00197;RM;Roma;2;Italia;Larvicida e Adulticida;;;giu-16;set-16;giu-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Laurentina 456/458;00143;RM;Roma;9;Italia;Larvicida e Adulticida;;;giu-16;set-16;giu-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Luigi Bellotti Bon 10;00197;RM;Roma;2;Italia;Larvicida e Adulticida;;;giu-16;set-16;giu-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Luigi Bellotti Bon 1;00197;RM;Roma;2;Italia;Larvicida e Adulticida;;;giu-16;set-16;giu-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Portuense 729;00149;RM;Roma;11;Italia;Larvicida e Adulticida;;;giu-16;set-16;giu-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Alsietina 56;00168;RM;Roma;14;Italia;Larvicida e Adulticida;4;4;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;
Via Serafino Biffi 26;00168;RM;Roma;14;Italia;Larvicida e Adulticida;4;4;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;
Via Simone Mosca 83;00168;RM;Roma;14;Italia;Larvicida e Adulticida;4;4;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;
Via Trionfale 8204;00135;RM;Roma;14;Italia;Larvicida e Adulticida;4;4;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;
Via del Forte Trionfale 12;00135;RM;Roma;14;Italia;Larvicida e Adulticida;4;4;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;
Via Cesare Lombroso 55;00168;RM;Roma;14;Italia;Larvicida;;;apr-16;set-16;;;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
Via Vittorio Spinazzola 3;00164;RM;Roma;12;Italia;Larvicida;;;giu-16;set-16;;;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Maso Finiguerra 101;00173;RM;Roma;7;Italia;Larvicida e Adulticida;;;apr-16;set-16;apr-16;set-16;Mensile;Mensile;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;
Piazza TrinitÖ dei Monti 3;00187;RM;Roma;1;Italia;Larvicida e Adulticida;;;apr-16;ott-16;apr-16;ott-16;2 settimane;2 settimane;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;
Via Bartolomeo Diaz 28/36;00154;RM;Roma;8;Italia;Adulticida;;4;;;lug-16;set-16;;3 settimane;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Bartolomeo Diaz 14;00154;RM;Roma;8;Italia;Adulticida;;4;;;lug-16;set-16;;3 settimane;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Fernando Colombo 38;00154;RM;Roma;8;Italia;Adulticida;;4;;;lug-16;set-16;;3 settimane;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Attilio Benigni 66;00156;RM;Roma;4;Italia;Larvicida;;;apr-16;ott-16;;;2 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;
Via Domenico Lupatelli 64/G;00149;RM;Roma;11;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Felice Cicconetti 1/3/7;00169;RM;Roma;6;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Viale Oceano Atlantico 18;00144;RM;Roma;9;Italia;Larvicida e Adulticida;8;3;apr-16;set-16;apr-16;set-16;3 settimane;45 giorni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;
Via Gerolamo Fracastoro 7;00161;RM;Roma;2;Italia;Larvicida e Adulticida;;;mag-16;mag-16;mag-16;mag-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;
Via Maurizio Bufalini 8;00161;RM;Roma;2;Italia;Larvicida e Adulticida;;;mag-16;mag-16;mag-16;mag-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;
Via Ettore Ximenes 11/11A;00197;RM;Roma;2;Italia;Larvicida e Adulticida;;;mag-16;mag-16;mag-16;mag-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;
Via Carlo Muscetta 132/140;00139;RM;Roma;3;Italia;Larvicida e Adulticida;;;apr-16;ago-16;apr-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Viale Val Padana 43 A/B;00141;RM;Roma;3;Italia;Larvicida e Adulticida;;;apr-16;ago-16;apr-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via di S. Domenico 1/a;00153;RM;Roma;1;Italia;Larvicida e Adulticida;;;mag-16;ago-16;mag-16;ago-16;Mensile;Mensile;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;
Via Diana 10;00175;RM;Roma;5;Italia;Adulticida;;;;;mag-16;ott-16;;Mensile;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Largo Elvezia 5;00197;RM;Roma;2;Italia;Larvicida e Adulticida;;;apr-16;set-16;apr-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
Via Giovanni Bessarione 30;00165;RM;Roma;13;Italia;Larvicida e Adulticida;6;6;mag-16;ott-16;mag-16;ott-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
Via del Casale di S. Pio V 15;00165;RM;Roma;13;Italia;Larvicida e Adulticida;6;6;mag-16;ott-16;mag-16;ott-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
Via Pasquale Tuozzi 3127 A;00156;RM;Roma;4;Italia;Larvicida e Adulticida;;;apr-16;set-16;apr-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
Via Francesco Algarotti 11;00137;RM;Roma;3;Italia;Larvicida e Adulticida;;;mag-16;ago-16;mag-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Cartesio 139;00137;RM;Roma;4;Italia;Larvicida e Adulticida;;;mag-16;ago-16;mag-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Nicola Festa 13;00137;RM;Roma;3;Italia;Larvicida e Adulticida;;;mag-16;ago-16;mag-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Tino Buazzelli 21;00137;RM;Roma;4;Italia;Larvicida e Adulticida;;;mag-16;ago-16;mag-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Romolo Valli 11;00137;RM;Roma;4;Italia;Larvicida e Adulticida;;;mag-16;ago-16;mag-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Pietro Aretino 41;00137;RM;Roma;3;Italia;Larvicida e Adulticida;;;mag-16;ago-16;mag-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Carlo Ludovico Bragaglia 190/192;00139;RM;Roma;3;Italia;Larvicida e Adulticida;;;mag-16;ago-16;mag-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Passo del Turchino 14;00139;RM;Roma;3;Italia;Larvicida e Adulticida;;;mag-16;ago-16;mag-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Cassia 699;00189;RM;Roma;15;Italia;Larvicida e Adulticida;;;mag-16;ago-16;mag-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via dei Colli della Serpentara 1/3;00139;RM;Roma;3;Italia;Larvicida e Adulticida;;;mag-16;ago-16;mag-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via dei Colli della Serpentara 5/7/9;00139;RM;Roma;3;Italia;Larvicida e Adulticida;;;mag-16;ago-16;mag-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Roberto Bracco 35;00137;RM;Roma;3;Italia;Larvicida e Adulticida;;;mag-16;ago-16;mag-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Enrico Panzacchi 29;00137;RM;Roma;3;Italia;Larvicida e Adulticida;;;mag-16;ago-16;mag-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Val Cristallina 15;00137;RM;Roma;3;Italia;Larvicida e Adulticida;;;mag-16;ago-16;mag-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Val Cristallina 26;00137;RM;Roma;3;Italia;Larvicida e Adulticida;;;mag-16;ago-16;mag-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Viale Jonio 303;00141;RM;Roma;3;Italia;Larvicida e Adulticida;;;mag-16;ago-16;mag-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Antonio Fogazzaro 5;00137;RM;Roma;3;Italia;Larvicida e Adulticida;;;mag-16;ago-16;mag-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Viale di Villa Pamphili 65;00152;RM;Roma;12;Italia;Larvicida e Adulticida;;;giu-16;set-16;giu-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Viale di Villa Pamphili 139;00153;RM;Roma;12;Italia;Larvicida e Adulticida;;;giu-16;set-16;giu-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
