MUN,Prot. AMA caditoie,AREA,A.E.T.,ZONA,"VIA, PIAZZA etc.",TRATTA,"Metri
[*2]","ORARIO DI SERVIZIO PERIODO 
B","ORARIO DI SERVIZIO PERIODO 
A","ORARIO DI SERVIZIO PERIODO 
C","FREQUENZA 
B","FREQUENZA 
A","IDENTIFICATIVO SQUADRE PERIODO 
B","IDENTIFICATIVO SQUADRE PERIODO 
A",1/11/17,2/11/17,3/11/17,4/11/17,5/11/17,6/11/17,7/11/17,8/11/17,9/11/17,10/11/17,11/11/17,12/11/17,13/11/17,14/11/17,15/11/17,16/11/17,17/11/17,18/11/17,19/11/17,20/11/2017 - inizio B,21/11,22/11,23/11,24/11,25/11,26/11,27/11,28/11,29/11,30/11,1/12,2/12,3/12,4/12,5/12,6/12,7/12,8/12,9/12,10/12,11/12/2017 - inizio A,12/12,13/12,14/12,15/12,16/12,17/12,18/12,19/12,20/12,21/12,22/12,23/12,24/12,25/12,26/12,27/12,28/12,29/12,30/12,31/12,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,"10/01/2018
inizio B",11/1,12/1,13/1,14/1,15/1,16/1,17/1,18/1,19/1,20/1,21/1,22/1,23/1,24/1,25/1,26/1,27/1,28/1,29/1,30/1,31/1
III,,SA,,04C,VIA SAMBUCA PISTOIESE,,1100,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,
III,,SA,,04C,VIA SANT'ANTONIO DA PADOVA,,1900,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,
III,,SA,,04C,VIA SUVERETO,,1800,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,
IV,,R.C.,A05AA,05A,PIAZZA DI S. MARIA CONSOLATRICE, ,274,,,,B2,A3,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05AA,05A,PIAZZA TOMMASO DE CRISTOFORIS, ,1262,,,,B2,A3,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05AA,05A,VIA ANTONIO BALDISSERA,,916,,,,B2,A3,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05AA,05A,VIA DI CASAL BERTONE,,1200,,,,B2,A3,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05AA,05A,VIA DOMENICO DE DOMINICIS,PIAZZA TOMMASO DE CRISTOFORIS - VIA MARIA BRIGHENTI,424,,,,B2,A3,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05AA,05A,VIA ETTORE FIERAMOSCA,VIA PRENESTINA - VIA DI CASAL BERTONE,560,,,,B2,A3,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
IV,SIMU,R.C.,A05AB,05A,VIA DI PORTONACCIO,LARGO DE DOMINICIS - PONTE FERROVIA,1500,,,,B2,A3,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,X,,,,,,
IV,,R.C.,A05AB,05A,VIA LUIGI VITTORIO BERTARELLI, ,2800,,,,B2,A3,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
IV,SIMU,R.C.,A05AB,05A,VIA TIBURTINA,VIA F. FIORENTINI - VIA S. BARGELLINI,2600,,,,B2,A3,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,X,,,,,,
IV,,R.C.,A05AC,05A,VIA DEI MONTI TIBURTINI,VIA GIUSEPPE CARACI - VIA DEI MONTI DI PIETRALATA,80,,,,B2,A3,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05AC,05A,VIA FILIPPO MEDA,VIA ACHILLE BENEDETTI - VIA ANDREA TORRE,400,,,,B2,A3,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05AD,05A,VIA ACHILLE BENEDETTI, ,816,,,,B2,A3,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05AD,05A,VIA FERONIA,VIA BERNARDINO LOTTI - VIA CARLO GIUSEPPE GISMONDI,222,,,,B2,A3,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05AF,05A,PIAZZA RICCARDO BALSAMO CRIVELLI, ,700,,,,B2,A3,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
IV,44791/2017E,R.C.,A05AG,05A,VIA FILIPPO FIORENTINI,VIA TIBURTINA - PONTE FERROVIA,2600,,,,B2,A3,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05CB,05A,PIAZZA DI S. MARIA DEL SOCCORSO, ,338,,,,B2,A3,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05CB,05A,PIAZZA EDOARDO PERSICO,,120,,,,B2,A3,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05CB,05A,VIA DEL FRANTOIO, ,1920,,,,B2,A3,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05CB,05A,VIA DELLA VANGA, ,440,,,,B2,A3,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05CB,05A,VIA DI GROTTA DI GREGNA,VIA TIBURTINA - VIA DELLA VANGA,1400,,,,B2,A3,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05CB,05A,VIA IGINO GIORDANI,,850,,,,B2,A3,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05CB,05A,VIA MOZART, ,700,,,,B2,A3,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05BA,05B,PIAZZA URBANIA,,80,,,,B2,A3,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05BA,05B,VIA CINGOLI,VIA SEINGALLIA - VIA FABRIANO,140,,,,B2,A3,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05BA,05B,VIA CORRIDONIA,,558,,,,B2,A3,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05BA,05B,VIA DIEGO FABBRI,,1412,,,,B2,A3,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05BA,05B,VIA FILOTTRANO,,1078,,,,B2,A3,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05BA,05B,VIA MUCCIA,,1072,,,,B2,A3,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,
IV,SIMU,R.C.,A05BA,05B,VIA NOMENTANA,zona rc,9734,,,,B2,A3,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05BA,05B,VIA POLLENZA,,1494,,,,B2,A3,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,X,,,,,,
IV,,R.C.,A05BB,05B,VIA ARCEVIA,,294,,,,B2,A3,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,X,,,,,,
IV,,R.C.,A05BB,05B,VIA CAGLI,VIA ARCEVIA - VIA MONDOLFO,156,,,,B2,A3,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05BB,05B,VIA FABRIANO,,360,,,,B2,A3,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05BB,05B,VIA LORETO,VIA ARCEVIA VIA MONDOLFO,160,,,,B2,A3,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05BB,05B,VIA MORROVALLE, ,1400,,,,B2,A3,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05BB,05B,VIA RECANATI,,1400,,,,B2,A3,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05BB,05B,VIA TREIA,VIA ARCEVIA VIA MONDOLFO,152,,,,B2,A3,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05BB,05B,VIA USSITA,,328,,,,B2,A3,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05BD,05B,VIA ELENA BRANDIZZI GIANNI,,688,,,,B2,A3,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05BE,05B,VIA DI S. ALESSANDRO,VIA DI CASAL MONASTERO - VIA FONDI DI MONASTERO,216,,,,B2,A3,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05BE,05B,VIA FRANCESCO PAOLO BONIFACIO, ,1200,,,,B2,A3,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05BG,05B,VIA BARANELLO,VIA CASTELBOTTACCIO - VIA VALLE CASTELLANA,740,,,,B2,A3,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,
IV,SIMU,R.C.,UIS/DECORO,05B,VIA DEL CASALE DI SAN BASILIO,VIA TIBURTINA - VIA ARCEVIA,,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05CA,05C,VIA GAETANO GIORGIO GEMMELLARO, ,600,,,,B2,A3,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05CA,05C,VIA MARICA, ,540,,,,B2,A3,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05CA,05C,VIA POMONA, ,600,,,,B2,A3,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05CA,05C,VIA RAMIRO FABIANI, ,1200,,,,B2,A3,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05CC,05C,VIA FOSSACESIA,,548,,,,B2,A3,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05CC,05C,VIA MONTESILVANO,VIA CAPISTRELLO VIA FOSSACESIA,302,,,,B2,A3,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,
IV,,R.C.,A05CC,05C,VIA RIVISONDOLI,,860,,,,B2,A3,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,
V,67151/2016E,R.C.,A05AB,05A,VIA DI PORTONACCIO,LARGO PRENESTE - VIA TIBURTINA,3800,,,,B1,A3,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,X,,,,,,,X,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,X,,,X,,,,X,,,,,,,,,,,,,,,X
V,66687/2016E,R.C.,A06AC,06A,VIA ALBONA,,2332,,,,B1,A3,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,X,,,X,,,,,,,,,,,X,,
V,66687/2016E,R.C.,A06AD,06A,VIA TEANO,"non alberata, controllare caditoie",1780,,,,B1,A3,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,
V,66687/2016E,R.C.,A06BB,06A,PIAZZA DEI CONDOTTIERI,"incrementare frequenza, prioritaria",300,,,,B1,A3,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,X,,,,,,,X,,,,,,X,,,,X,,,X,,,,X,,,,,X,,,,,,X,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,X
V,SIMU,R.C.,A06AA,06A,VIA PRENESTINA,PORTA MAGGIORE - VIALE PALMIRO TOGLIATTI - VERIFICARE PULIZIA CADITOIE,5000,,,,B2,A3,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,X,,,,,
V,SIMU,R.C.,A06AA,06A,VIA PRENESTINA,VIA DIGNANO D'ISTRIA - VIA DELLA SERENISSIMA,350,,,,B2,A3,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,X,,,,,
V,,R.C.,A06AA,06A,VIA STEFANO COLONNA,VIA ETTORE FIERAMOSCA SENZA USCITA,40,,,,B2,A3,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,
V,,R.C.,A06AB,06A,CIRCONVALLAZIONE CASILINA,,1220,,,,B2,A3,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,X
V,,R.C.,A06AB,06A,VIA RUGGERO D'ALTAVILLA,VIA PRENESTINA - VIA AMICO DA VENAFRO,200,,,,B2,A3,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,
V,,R.C.,A06AB,06A,VIA SAMPIERO DI BASTELICA,,1240,,,,B2,A3,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,
V,66687/2016E,R.C.,A06AC,06A,VIA CHERSO,,600,,,,B2,A3,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,
V,66687/2016E,R.C.,A06AC,06A,VIALE DELLA VENEZIA GIULIA,"incrementare frequenza, prioritaria",1170,,,,B2,A3,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,X,,,,X,,,X,,,,,,X,,,,,,X,,,,X,,,,,,,,,,X,,,,,,,,,,,,,
V,,R.C.,A06AC,06A,VIA ATTILIO HORTIS,,920,,,,B2,A3,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,
V,,R.C.,A06AC,06A,VIA BUIE D'ISTRIA,"incrementare frequenza, prioritaria",360,,,,B2,A3,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,X,,,,X,,,X,,,,X,,,X,,,,,,X,,,,,,X,,,,X,,,,,,,,,,X,,,,,,,,,,,,,
V,,R.C.,A06AC,06A,VIA CITTANOVA D'ISTRIA,"incrementare frequenza, prioritaria",2644,,,,B2,A3,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,X,,,,X,,,X,,,,X,,,X,,,,,,X,,,,,,X,,,,X,,,,,,,X,,,,,,,,,,,,,,,,
V,,R.C.,A06AC,06A,VIA DELLE TERME GORDIANE,LARGO DELLE TERME GORDIANE - VIA ALBONA,160,,,,B2,A3,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,
V,,R.C.,A06AC,06A,VIA DIGNANO D'ISTRIA,"incrementare frequenza, prioritaria",1036,,,,B2,A3,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,X,,,,X,,,X,,,,X,,,X,,,,,,X,,,,,,X,,,,X,,,,,,,X,,,,,,,,,,,,,,,,
V,,R.C.,A06AC,06A,VIA LATINO SILVIO,VIA DI PORTONACCIO PIAZZA DELLA STAZIONE PRENESTINA,700,,,,B2,A3,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,
V,,R.C.,A06AC,06A,VIA LUSSIMPICCOLO,VIA VENEZIA GIULIA VIA BASILIANO,600,,,,B2,A3,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,
V,,R.C.,A06AC,06A,VIA SACILE,VIA ALBONA VIA BASILIANO,116,,,,B2,A3,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,
V,,R.C.,A06AC,06A,VIA SILVIO BENCO,VIA GIORGIO PITACCO VIALE RONCHI,280,,,,B2,A3,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,
V,,R.C.,A06AC,06A,VIA VERRIO FLACCO,VIA CAPRANICA PRENESTINA - VIA PRENESTINA,200,,,,B2,A3,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,
V,SIMU,R.C.,A06AC,06A,VIALE DELLA SERENISSIMA,,2032,,,,B2,A3,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,
V,SIMU,R.C.,A06AD,06A,LARGO PRENESTE,"non alberata, controllare caditoie",180,,,,B2,A3,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
V,,R.C.,A06AD,06A,VIA AQUILONIA,VIALE TELESE - VIALE IRPINIA,280,,,,B2,A3,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,
V,,R.C.,A06AD,06A,VIALE IRPINIA,,30,,,,B2,A3,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,
V,SIMU,R.C.,A06AE,06A,VIALE DELLA PRIMAVERA,VIA O.PETRINI - VIA CASILINA,560,,,,B2,A3,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,X,,,X,,,,,,,X,,,,,,X,,,X,,,,,,X,,,,X,,,,,,,X,,,,,,,,,,,,,,,
V,,R.C.,A06AE,06A,VIA OLEVANO ROMANO,"incrementare frequenza, prioritaria",1584,,,,B2,A3,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,X,,,X,,,,,,,X,,,,,,X,,,X,,,,,,X,,,,X,,,,,,,X,,,,,,,,,,,,,,,
V,SIMU,R.C.,A06AF,06A,VIA COLLATINA,VIA VENEZIA GIULIA - VIA PRENESTINA,600,,,,B2,A3,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,
V,,R.C.,A06AF,06A,VIALE GIOVANNI BATTISTA VALENTE,,1138,,,,B2,A3,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,
V,,R.C.,A06BA,06A,PIAZZA FRANCESCO ZAMBECCARI,,100,,,,B2,A3,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,
