840694	*Hotel Grande A / Sjoerd Kuyper ; traduzione dal nederlandese di Anna Patrucco Becchi. - Roma : La Nuova Frontiera Junior, 2017. - 254 p. ; 21 cm.	Si	M	Libro moderno	LM	Testo a stampa (moderno)	M	Monografia	U	Uniche	2017	R	Letteratura per ragazzi							ITA	ITALIANO					IT	ITALIA	   	54553	null	22/02/2018	22/02/2018	O2	BIBLIOTECA ELSA MORANTE	RPSPOS	Richiesta di prestito intersistemico (immessa)	respinta	Respinta	23/02/2018	10/03/2018	23/02/2018	23/02/2018	O1	BIBLIOTECA SANDRO ONOFRI	I	IMPIEGATO			55	15098601	631962
840694	*Hotel Grande A / Sjoerd Kuyper ; traduzione dal nederlandese di Anna Patrucco Becchi. - Roma : La Nuova Frontiera Junior, 2017. - 254 p. ; 21 cm.	Si	M	Libro moderno	LM	Testo a stampa (moderno)	M	Monografia	U	Uniche	2017	R	Letteratura per ragazzi							ITA	ITALIANO					IT	ITALIA	R	1625	null	17/02/2018	17/02/2018	H3	COLLINA DELLA PACE	RPSPOS	Richiesta di prestito intersistemico (immessa)	respinta	Respinta	19/02/2018	06/03/2018	21/02/2018	21/02/2018	F1	BIBLIOTECA GOFFREDO MAMELI	NO	NON OCCUPATO	1164	AUTOREGISTRATO	31	15085177	630918
841980	*Hansel e Gretel : da una fiaba dei fratelli Grimm / Sophia Martineck. - Bologna : Canicola, 2017. - [46] p. : ill., fumetti ; 25 cm.	Si	M	Libro moderno	LM	Testo a stampa (moderno)	M	Monografia	U	Uniche	2017	R	Letteratura per ragazzi							ITA	ITALIANO					IT	ITALIA	   	5646	null	16/02/2018	16/02/2018	E2	BIBLIOTECA ALDO FABRIZI	PRE	Prenotazione	attivo	In corso/Inserito da utente	28/02/2018	null	null	28/02/2018	E2	BIBLIOTECA ALDO FABRIZI	I	IMPIEGATO			60	15112422	null
842547	La *rivoluzione del coniglio : come il buddismo mi ha cambiato la vita / Antonello Dose. - Milano : Mondadori, 2017. - 234 p. ; 22 cm	Si	M	Libro moderno	LM	Testo a stampa (moderno)	M	Monografia	U	Uniche	2017									ITA	ITALIANO					IT	ITALIA	   	5412	null	28/02/2018	28/02/2018	M1	BIBLIOCAFFE' LETTERARIO	PRE	Prenotazione	attivo	In corso/Inserito da utente	28/02/2018	null	null	28/02/2018	M1	BIBLIOCAFFE' LETTERARIO	I	IMPIEGATO			51	15112147	null
842942	Le *due teste del tiranno : metodi matematici per la libertà / Marco Malvaldi. - Milano : Rizzoli, 2017. - 251 p. ; 22 cm.	Si	M	Libro moderno	LM	Testo a stampa (moderno)	M	Monografia	U	Uniche	2017									ITA	ITALIANO					IT	ITALIA	   	50310	null	05/02/2018	05/02/2018	U1	BIBLIOTECA FRANCO BASAGLIA	PRE	Prenotazione	evaso	Evaso	13/02/2018	null	19/02/2018	19/02/2018	U1	BIBLIOTECA FRANCO BASAGLIA	I	IMPIEGATO			60	15065452	null
842942	Le *due teste del tiranno : metodi matematici per la libertà / Marco Malvaldi. - Milano : Rizzoli, 2017. - 251 p. ; 22 cm.	Si	M	Libro moderno	LM	Testo a stampa (moderno)	M	Monografia	U	Uniche	2017									ITA	ITALIANO					IT	ITALIA	   	50310	null	05/02/2018	05/02/2018	U1	BIBLIOTECA FRANCO BASAGLIA	PRE	Prenotazione	evaso	Evaso	21/02/2018	null	28/02/2018	28/02/2018	U1	BIBLIOTECA FRANCO BASAGLIA	I	IMPIEGATO			63	15091867	null
843074	4.: *Allontanarsi / Elizabeth Jane Howard ; traduzione di Manuela Francescon. - Roma : Fazi, 2017. - 669 p. ; 22 cm	Si	M	Libro moderno	LM	Testo a stampa (moderno)	M	Monografia	I	Inferiore	2017									ITA	ITALIANO					IT	ITALIA	   	34376	null	20/02/2018	20/02/2018	F1	BIBLIOTECA GOFFREDO MAMELI	RPSPOS	Richiesta di prestito intersistemico (immessa)	spedito	Doc. spedito a Bibl. richiedente	21/02/2018	08/03/2018	null	21/02/2018	S1	BIBLIOTECA GIORDANO BRUNO	RL	RITIRATO DAL LAVORO			80	15091975	631453
843074	4.: *Allontanarsi / Elizabeth Jane Howard ; traduzione di Manuela Francescon. - Roma : Fazi, 2017. - 669 p. ; 22 cm	Si	M	Libro moderno	LM	Testo a stampa (moderno)	M	Monografia	I	Inferiore	2017									ITA	ITALIANO					IT	ITALIA	   	47235	null	16/02/2018	16/02/2018	B1	BIBLIOTECA VILLA LEOPARDI	PRE	Prenotazione	attivo	In corso/Inserito da utente	21/02/2018	null	null	21/02/2018	B1	BIBLIOTECA VILLA LEOPARDI	LA	LAVORATORE AUTONOMO E COADIUV.			34	15093235	null
843693	*Enciclopedia della donna : aggiornamento / Valeria Parrella. - Torino : Einaudi, 2017. - 119 p. ; 22 cm	Si	M	Libro moderno	LM	Testo a stampa (moderno)	M	Monografia	U	Uniche	2017									ITA	ITALIANO					IT	ITALIA	   	34246	null	06/02/2018	06/02/2018	F1	BIBLIOTECA GOFFREDO MAMELI	RPSPOS	Richiesta di prestito intersistemico (immessa)	restituito	Doc. rispedito a Bibl. prestante	07/02/2018	17/02/2018	null	20/02/2018	Q2	BIBLIOTECA RENATO NICOLINI	NO	NON OCCUPATO			44	15049079	627748
843693	*Enciclopedia della donna : aggiornamento / Valeria Parrella. - Torino : Einaudi, 2017. - 119 p. ; 22 cm	Si	M	Libro moderno	LM	Testo a stampa (moderno)	M	Monografia	U	Uniche	2017									ITA	ITALIANO					IT	ITALIA	   	35821	null	22/02/2018	22/02/2018	T2	BIBLIOTECA CORNELIA	PRE	Prenotazione	evaso	Evaso	22/02/2018	26/02/2018	23/02/2018	23/02/2018	T2	BIBLIOTECA CORNELIA	I	IMPIEGATO			64	15096191	null
844722	*Buonanotte luna / Paloma Canonica. - Trieste : Bohem Press, 2017. - 1 volume : cartone, in gran parte ill. ; 16x16 cm. ((In copertina: Nati per leggere	Si	M	Libro moderno	LM	Testo a stampa (moderno)	M	Monografia	U	Uniche	2017	R	Letteratura per ragazzi							ITA	ITALIANO					IT	ITALIA	   	40478	null	06/02/2018	06/02/2018	E1	BIBLIOTECA VACCHERIA NARDI	PRE	Prenotazione	evaso	Evaso	13/02/2018	17/02/2018	17/02/2018	17/02/2018	E1	BIBLIOTECA VACCHERIA NARDI	S	STUDENTE	1164	AUTOREGISTRATO	6	15065559	null
848395	La *forma del buio : romanzo / Mirko Zilahy. - Milano : Longanesi, 2017. - 414 p. ; 24 cm.	Si	M	Libro moderno	LM	Testo a stampa (moderno)	M	Monografia	U	Uniche	2017									ITA	ITALIANO					IT	ITALIA	   	30318	null	05/02/2018	05/02/2018	Q2	BIBLIOTECA RENATO NICOLINI	PRE	Prenotazione	evaso	Evaso	05/02/2018	null	06/02/2018	06/02/2018	Q2	BIBLIOTECA RENATO NICOLINI	I	IMPIEGATO			51	15041134	null
850373	La *strega / Camilla Läckberg ; traduzione di Alessandro Borini ... [et al.]. - Venezia : Marsilio, 2017. - 683 p. ; 22 cm	Si	M	Libro moderno	LM	Testo a stampa (moderno)	M	Monografia	U	Uniche	2017									ITA	ITALIANO					IT	ITALIA	   	30308	null	05/02/2018	05/02/2018	Q2	BIBLIOTECA RENATO NICOLINI	PRE	Prenotazione	evaso	Evaso	05/02/2018	null	06/02/2018	06/02/2018	Q2	BIBLIOTECA RENATO NICOLINI	RL	RITIRATO DAL LAVORO			76	15040612	null
854387	*Pulvis et umbra / Antonio Manzini. - Palermo : Sellerio, 2017. - 403 p. ; 17 cm	Si	M	Libro moderno	LM	Testo a stampa (moderno)	M	Monografia	U	Uniche	2017									ITA	ITALIANO					IT	ITALIA	   	36119	null	20/02/2018	20/02/2018	C1	BIBLIOTECA TULLIO DE MAURO	PRE	Prenotazione	attivo	In corso/Inserito da utente	28/02/2018	null	null	28/02/2018	C1	BIBLIOTECA TULLIO DE MAURO	NO	NON OCCUPATO	1164	AUTOREGISTRATO	43	15110605	null
854439	*Meraviglie mute : silent book e letteratura per l'infanzia / Marcella Terrusi. - Roma : Carocci, 2017. - 278 p. : ill. ; 22 cm	Si	M	Libro moderno	LM	Testo a stampa (moderno)	M	Monografia	U	Uniche	2017									ITA	ITALIANO					IT	ITALIA	   	43807	null	13/02/2018	13/02/2018	I1	BIBLIOTECA NELSON MANDELA	RPSPOS	Richiesta di prestito intersistemico (immessa)	respinta	Respinta	19/02/2018	06/03/2018	20/02/2018	20/02/2018	Q2	BIBLIOTECA RENATO NICOLINI	I	IMPIEGATO			62	15084644	630877
855642	Il *manifesto del libero lettore : otto scrittori di cui non so fare a meno / Alessandro Piperno. - Milano : Mondadori, 2017. - 151 p. ; 23 cm	Si	M	Libro moderno	LM	Testo a stampa (moderno)	M	Monografia	U	Uniche	2017									ITA	ITALIANO					IT	ITALIA	   	36834	null	05/02/2018	05/02/2018	R1	BIBLIOTECA COLLI PORTUENSI	PRE	Prenotazione	attivo	In corso/Inserito da utente	25/02/2018	null	null	25/02/2018	R1	BIBLIOTECA COLLI PORTUENSI	NO	NON OCCUPATO	1164	AUTOREGISTRATO	50	15104659	null
855709	L'*ultimo passo di tango : tutti i racconti / Maurizio De Giovanni. - [Milano] : BUR Rizzoli, 2017. - 455 p. ; 22 cm	Si	M	Libro moderno	LM	Testo a stampa (moderno)	M	Monografia	U	Uniche	2017									ITA	ITALIANO					IT	ITALIA	   	32703	null	23/02/2018	23/02/2018	R2	BIBLIOTECA LONGHENA	PRE	Prenotazione	attivo	In corso/Inserito da utente	27/02/2018	null	null	27/02/2018	R2	BIBLIOTECA LONGHENA	I	IMPIEGATO			66	15107359	null
855709	L'*ultimo passo di tango : tutti i racconti / Maurizio De Giovanni. - [Milano] : BUR Rizzoli, 2017. - 455 p. ; 22 cm	Si	M	Libro moderno	LM	Testo a stampa (moderno)	M	Monografia	U	Uniche	2017									ITA	ITALIANO					IT	ITALIA	   	32703	null	23/02/2018	23/02/2018	R2	BIBLIOTECA LONGHENA	PRE	Prenotazione	evaso	Evaso	23/02/2018	null	01/03/2018	01/03/2018	R2	BIBLIOTECA LONGHENA	I	IMPIEGATO			63	15099827	null
856543	*Sei donne che hanno cambiato il mondo : le grandi scienziate della fisica del 20. secolo / Gabriella Greison. - Torino : Bollati Boringhieri, 2017. - 212 p. ; 20 cm.	Si	M	Libro moderno	LM	Testo a stampa (moderno)	M	Monografia	U	Uniche	2017									ITA	ITALIANO					IT	ITALIA	   	52418	null	20/02/2018	20/02/2018	D1	BIBLIOTECA ENNIO FLAIANO	PRE	Prenotazione	attivo	In corso/Inserito da utente	28/02/2018	null	null	28/02/2018	D1	BIBLIOTECA ENNIO FLAIANO	RL	RITIRATO DAL LAVORO	1164	AUTOREGISTRATO	66	15112407	null
856778	*Tutto è possibile / Elizabeth Strout ; traduzione di Susanna Basso. - Torino : Einaudi, 2017. - 205 p. ; 22 cm	Si	M	Libro moderno	LM	Testo a stampa (moderno)	M	Monografia	U	Uniche	2017									ITA	ITALIANO					IT	ITALIA	   	32673	null	02/02/2018	02/02/2018	R2	BIBLIOTECA LONGHENA	RPSPOS	Richiesta di prestito intersistemico (immessa)	restituito	Doc. rispedito a Bibl. prestante	03/02/2018	16/02/2018	null	19/02/2018	L1	BIBLIOTECA RAFFAELLO	DI	DIRIGENTE	1164	AUTOREGISTRATO	51	15038891	626784
856780	Il *maestro / Francesco Carofiglio. - Milano : Piemme, 2017. - 154 p. ; 23 cm	Si	M	Libro moderno	LM	Testo a stampa (moderno)	M	Monografia	U	Uniche	2017									ITA	ITALIANO					IT	ITALIA	   	32700	null	22/02/2018	22/02/2018	R2	BIBLIOTECA LONGHENA	PRE	Prenotazione	attivo	In corso/Inserito da utente	27/02/2018	null	null	27/02/2018	R2	BIBLIOTECA LONGHENA	I	IMPIEGATO			52	15108014	null
