Protocollo;Gruppo;DataOraIncidente;Localizzazione1;STRADA1;Localizzazione2;STRADA2;Strada02;Chilometrica;DaSpecificare;NaturaIncidente;particolaritastrade;TipoStrada;FondoStradale;Pavimentazione;Segnaletica;CondizioneAtmosferica;Traffico;Visibilita;Illuminazione;NUM_FERITI;NUM_RISERVATA;NUM_MORTI;NUM_ILLESI;Longitudine;Latitudine;Confermato;Progressivo;TipoVeicolo;StatoVeicolo;Marca;Modello;TipoPersona;AnnoNascita;Sesso;Tipolesione;Deceduto;DecedutoDopo;CinturaCascoUtilizzato;Airbag;
3621540;8;01/01/2018 02:00:00;;VIA ENRICO DELL'ACQUA;all'intersezione con;VIA AMARETTA;VIA AMARETTA;;;Scontro frontale/laterale SX fra veicoli in marcia;;;;;;;;;;0;0;0;3;;;0;1;Autovettura privata;In marcia / fermata / arresto;Opel;Meriva;Conducente;1966;M;Illeso;0;;;
3621540;8;01/01/2018 02:00:00;;VIA ENRICO DELL'ACQUA;all'intersezione con;VIA AMARETTA;VIA AMARETTA;;;Scontro frontale/laterale SX fra veicoli in marcia;;;;;;;;;;0;0;0;3;;;0;2;Autovettura privata;In marcia / fermata / arresto;Peugeot;208;Conducente;1997;F;Illeso;0;;;
3621540;8;01/01/2018 02:00:00;;VIA ENRICO DELL'ACQUA;all'intersezione con;VIA AMARETTA;VIA AMARETTA;;;Scontro frontale/laterale SX fra veicoli in marcia;;;;;;;;;;0;0;0;3;;;0;2;Autovettura privata;In marcia / fermata / arresto;Peugeot;208;Passeggero;1998;F;Illeso;0;;;
3621622;8;01/01/2018 01:15:00;;VIA DI TOR VERGATA;in prossimità;;del civico n.;454;;Scontro frontale fra veicoli in marcia;;;;;;;;;;2;0;0;1;;;0;1;Autovettura privata;In marcia / fermata / arresto;Peugeot;1007;Conducente;1948;M;Rifiuta cure immediate;0;NON DECEDUTO;Non accertato;Inesploso
3621622;8;01/01/2018 01:15:00;;VIA DI TOR VERGATA;in prossimità;;del civico n.;454;;Scontro frontale fra veicoli in marcia;;;;;;;;;;2;0;0;1;;;0;1;Autovettura privata;In marcia / fermata / arresto;Peugeot;1007;Passeggero;1952;F;Ricoverato;0;NON DECEDUTO;Non accertato;Inesploso
3621622;8;01/01/2018 01:15:00;;VIA DI TOR VERGATA;in prossimità;;del civico n.;454;;Scontro frontale fra veicoli in marcia;;;;;;;;;;2;0;0;1;;;0;2;Autovettura privata;In marcia / fermata / arresto;BMW;X3;Conducente;1987;M;Illeso;0;;Non accertato;Esploso
3621640;13;01/01/2018 04:30:00;;VIA DI DRAGONE;da specificare;;;;alt. Macdonald;Veicolo in marcia contro ostacolo accidentale;;;;;;;;;;0;0;0;1;;;0;1;Autovettura privata;In marcia / fermata / arresto;Volkswagen;Passat;Conducente;1978;M;Illeso;0;;Non accertato;Inesploso
3621646;13;01/01/2018 01:50:00;;PIAZZA CESARIO CONSOLE;all'intersezione con;VIA DEI FABBRI NAVALI;VIA DEI FABBRI NAVALI;;;Scontro frontale/laterale DX fra veicoli in marcia;;;;;;;;;;0;0;0;4;;;0;1;Autovettura privata;In marcia / fermata / arresto;Toyota;Yaris;Conducente;1961;F;Illeso;0;;Non accertato;Inesploso
3621646;13;01/01/2018 01:50:00;;PIAZZA CESARIO CONSOLE;all'intersezione con;VIA DEI FABBRI NAVALI;VIA DEI FABBRI NAVALI;;;Scontro frontale/laterale DX fra veicoli in marcia;;;;;;;;;;0;0;0;4;;;0;2;Autovettura privata;In marcia / fermata / arresto;BMW;--;Conducente;1994;M;Illeso;0;;Non accertato;Inesploso
3621646;13;01/01/2018 01:50:00;;PIAZZA CESARIO CONSOLE;all'intersezione con;VIA DEI FABBRI NAVALI;VIA DEI FABBRI NAVALI;;;Scontro frontale/laterale DX fra veicoli in marcia;;;;;;;;;;0;0;0;4;;;0;2;Autovettura privata;In marcia / fermata / arresto;BMW;--;Passeggero;1995;M;Illeso;0;;Non accertato;Inesploso
3621750;7;01/01/2018 00:30:00;;VIALE DELLE GARDENIE;all'intersezione con;VIA DEI LAURI;VIA DEI LAURI;;;Scontro frontale/laterale DX fra veicoli in marcia;;;;;;;;;;3;0;0;1;;;0;1;Autovettura privata;In marcia / fermata / arresto;Renault;Clio;Conducente;1953;M;Rimandato;0;NON DECEDUTO;Non accertato;Inesploso
3621750;7;01/01/2018 00:30:00;;VIALE DELLE GARDENIE;all'intersezione con;VIA DEI LAURI;VIA DEI LAURI;;;Scontro frontale/laterale DX fra veicoli in marcia;;;;;;;;;;3;0;0;1;;;0;1;Autovettura privata;In marcia / fermata / arresto;Renault;Clio;Passeggero;1956;F;Rimandato;0;NON DECEDUTO;Non accertato;Inesploso
3621750;7;01/01/2018 00:30:00;;VIALE DELLE GARDENIE;all'intersezione con;VIA DEI LAURI;VIA DEI LAURI;;;Scontro frontale/laterale DX fra veicoli in marcia;;;;;;;;;;3;0;0;1;;;0;1;Autovettura privata;In marcia / fermata / arresto;Renault;Clio;Passeggero;1984;M;Rimandato;0;NON DECEDUTO;Non accertato;Inesploso
3621750;7;01/01/2018 00:30:00;;VIALE DELLE GARDENIE;all'intersezione con;VIA DEI LAURI;VIA DEI LAURI;;;Scontro frontale/laterale DX fra veicoli in marcia;;;;;;;;;;3;0;0;1;;;0;2;Autovettura pubblica;In marcia / fermata / arresto;Ford;C - MAX;Conducente;1983;M;Illeso;0;;Non accertato;Inesploso
3621850;13;01/01/2018 10:15:00;;VIA DEL MARE;in corrispondenza;;della chilometrica;22.4;;Veicolo in marcia contro ostacolo fisso;;;;;;;;;;0;0;0;1;;;0;1;Autovettura privata;In marcia / fermata / arresto;Nissan;Micra;Conducente;1948;F;Illeso;0;;Non accertato;Inesploso
3622030;8;01/01/2018 12:00:00;;VIA PRENESTINA;da specificare;;;;FRONTE PALO ACEA 696;Scontro frontale fra veicoli in marcia;;;;;;;;;;0;0;0;3;12,68998;41,88956;0;1;Autovettura privata;In marcia / fermata / arresto;Opel;AGILA;Conducente;1979;M;Illeso;0;;Non accertato;Inesploso
3622030;8;01/01/2018 12:00:00;;VIA PRENESTINA;da specificare;;;;FRONTE PALO ACEA 696;Scontro frontale fra veicoli in marcia;;;;;;;;;;0;0;0;3;12,68998;41,88956;0;2;Autovettura privata;In marcia / fermata / arresto;Citroen;C 3;Conducente;1970;M;Illeso;0;;Non accertato;Inesploso
3622030;8;01/01/2018 12:00:00;;VIA PRENESTINA;da specificare;;;;FRONTE PALO ACEA 696;Scontro frontale fra veicoli in marcia;;;;;;;;;;0;0;0;3;12,68998;41,88956;0;2;Autovettura privata;In marcia / fermata / arresto;Citroen;C 3;Passeggero;2007;F;Illeso;0;;Non accertato;Inesploso
3622032;8;01/01/2018 07:00:00;;VIA CASILINA;in prossimità;;del civico n.;1726;;Scontro frontale fra veicoli in marcia;;;;;;;;;;2;0;0;2;12,66257;41,86376;0;1;Autovettura privata;In marcia / fermata / arresto;Hyundai;(non accertato);Conducente;1980;M;Illeso;0;;;
3622032;8;01/01/2018 07:00:00;;VIA CASILINA;in prossimità;;del civico n.;1726;;Scontro frontale fra veicoli in marcia;;;;;;;;;;2;0;0;2;12,66257;41,86376;0;1;Autovettura privata;In marcia / fermata / arresto;Hyundai;(non accertato);Passeggero;1979;M;Ricoverato;0;NON DECEDUTO;;
3622032;8;01/01/2018 07:00:00;;VIA CASILINA;in prossimità;;del civico n.;1726;;Scontro frontale fra veicoli in marcia;;;;;;;;;;2;0;0;2;12,66257;41,86376;0;1;Autovettura privata;In marcia / fermata / arresto;Hyundai;(non accertato);Passeggero;2015;M;Ricoverato;0;NON DECEDUTO;;
3622032;8;01/01/2018 07:00:00;;VIA CASILINA;in prossimità;;del civico n.;1726;;Scontro frontale fra veicoli in marcia;;;;;;;;;;2;0;0;2;12,66257;41,86376;0;2;Autovettura privata;In marcia / fermata / arresto;Mercedes;Smart;Conducente;1987;M;Illeso;0;;;
3622033;8;01/01/2018 10:00:00;;VIA DI FONTANA CANDIDA;da specificare;;;;ALT. VIA BASICO';Tamponamento;;;;;;;;;;1;0;0;3;12,6892;41,85938;0;1;Autovettura privata;In marcia / fermata / arresto;Fiat;Panda;Conducente;1952;M;Illeso;0;;Non accertato;Inesploso
3622033;8;01/01/2018 10:00:00;;VIA DI FONTANA CANDIDA;da specificare;;;;ALT. VIA BASICO';Tamponamento;;;;;;;;;;1;0;0;3;12,6892;41,85938;0;1;Autovettura privata;In marcia / fermata / arresto;Fiat;Panda;Passeggero;1962;M;Illeso;0;;Non accertato;Inesploso
3622033;8;01/01/2018 10:00:00;;VIA DI FONTANA CANDIDA;da specificare;;;;ALT. VIA BASICO';Tamponamento;;;;;;;;;;1;0;0;3;12,6892;41,85938;0;2;Autovettura privata;In marcia / fermata / arresto;Opel;AGILA;Conducente;1969;F;Illeso;0;;Non accertato;Inesploso
3622033;8;01/01/2018 10:00:00;;VIA DI FONTANA CANDIDA;da specificare;;;;ALT. VIA BASICO';Tamponamento;;;;;;;;;;1;0;0;3;12,6892;41,85938;0;2;Autovettura privata;In marcia / fermata / arresto;Opel;AGILA;Passeggero;1953;M;Rimandato;0;NON DECEDUTO;Non accertato;Inesploso
3622269;15;01/01/2018 07:30:00;Strada Urbana;VIA QUIRINO MAJORANA;all'intersezione semaforizzata con;VIA ODERISI DA GUBBIO;VIA ODERISI DA GUBBIO;;;Scontro frontale/laterale DX fra veicoli in marcia;Intersezione semaforizzata;Due carreggiate;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Nuvoloso;Scarso;Buona;Ore Diurne;1;0;0;1;12,46223;41,86827;0;1;Autovettura privata;In marcia / fermata / arresto;Toyota;(ignoto);Conducente;1992;F;Rimandato;0;NON DECEDUTO;Non accertato;Esploso
3622269;15;01/01/2018 07:30:00;Strada Urbana;VIA QUIRINO MAJORANA;all'intersezione semaforizzata con;VIA ODERISI DA GUBBIO;VIA ODERISI DA GUBBIO;;;Scontro frontale/laterale DX fra veicoli in marcia;Intersezione semaforizzata;Due carreggiate;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Nuvoloso;Scarso;Buona;Ore Diurne;1;0;0;1;12,46223;41,86827;0;2;Autovettura privata;In marcia / fermata / arresto;Opel;Astra;Conducente;1978;M;Illeso;0;;Non accertato;Inesploso
3622279;15;01/01/2018 13:30:00;Strada Urbana;VIALE GIUSEPPE SIRTORI;all'intersezione con;VIA CARLO MONETA;VIA CARLO MONETA;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Due carreggiate;Bagnato (umidità in atto);Asfaltata;Orizzontale;Nuvoloso;Scarso;Buona;Ore Diurne;0;0;0;2;12,44856;41,85556;-1;1;Autovettura privata;In marcia / fermata / arresto;Toyota;AYGO';Conducente;1966;M;Illeso;0;;Non accertato;Inesploso
3622279;15;01/01/2018 13:30:00;Strada Urbana;VIALE GIUSEPPE SIRTORI;all'intersezione con;VIA CARLO MONETA;VIA CARLO MONETA;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Due carreggiate;Bagnato (umidità in atto);Asfaltata;Orizzontale;Nuvoloso;Scarso;Buona;Ore Diurne;0;0;0;2;12,44856;41,85556;-1;2;Autovettura privata;In marcia / fermata / arresto;Mini;One;Conducente;1990;F;Illeso;0;;Non accertato;
